Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77345,,1,,1,2,1,,,1,1,,,3,,2,,,,,,2,,4,1,3,4,,,,,,1,,2,,,3,4,,,,,2,,,,,,,,,3,5,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,40,20,8,25,,4,,,2,3,,,,1,,1,,1,,,157
77346,2,,,3,3,2,2,,,1,,,5,3,4,,3,,,,2,2,3,1,6,6,,,,,1,1,1,1,,,2,9,,,,,1,,1,,1,1,,,,,7,2,1,,1,,,,1,1,,,,1,,1,1,,,,,,,,,,6,1,,4,,2,1,,,,,86,30,14,44,,1,2,,1,2,,,,,,,1,1,,,279
77351,,,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,,,1,,,,,4,2,,,,,1,,1,,,,,,,1,2,,1,1,1,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,9,4,,,,,1,,,,,,1,,,,,,,,39
77354,,,,1,5,,1,,1,3,1,1,,2,4,,,,,,,1,6,,6,3,,,,,,4,,,,,5,5,,,1,,,,1,,,,,,,1,4,,4,,2,,1,,,1,,1,1,,,,,,,,,,,,,,1,,,2,,,,,,,,58,19,14,28,,,2,,2,5,,,1,,,,1,,,,199
77355,,,,1,1,,,,,1,,,1,,,,,,,,,,7,,6,2,,,,,,,,,,,6,2,,,1,,,,,,,,,,,1,4,,3,,,,,,,1,1,,,,,1,,,,,,,,,,,6,,,,2,2,1,,,,,18,11,3,17,,,4,,1,1,,,,,,,,1,,,106
77356,,,,1,3,,,,,3,,,1,,3,,,,,,,,3,,3,,,,,2,1,1,,,,,5,4,,,2,,,,,,,,,,,,8,,1,,,1,,,,1,1,,,,1,2,3,,,,,1,,,,,1,,,1,1,3,1,1,,,,51,29,19,27,,1,2,,3,,,1,1,,,,,1,,,194
77357,,,,,,,1,,1,,,,,,,,,,,,1,,,,7,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,14,3,,6,1,,2,,1,,,1,,,,1,,,,,48
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,1,,,,,,,,,,1,,,,8
77360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5
77362,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,10,6,3,5,,,,,,,,,,,,,,,,,38
77363,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
77364,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6
77365,,,,1,,1,,,,2,,1,,,2,,,,,,,,2,1,6,2,,,,,,1,,,,,3,2,,,,,,,1,,,1,,1,,1,8,,1,1,,,,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,32,11,5,17,,,1,,2,,,1,,,,,,2,,,117
77371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5
77372,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,1,1,,,1,,,,,,,,,,,17
77373,1,,,,,,1,,,1,,,2,2,,,2,,,,1,1,4,,8,2,,,,3,,2,2,,,,6,2,,,,,,,1,,,,,1,,,4,,,,1,,,,,,,,,,,,,1,1,,,,,,,,7,,,1,,,,,,,,41,14,4,19,,1,6,,,3,1,,,,,,1,,,,147
77375,,,,1,5,,,,,4,,2,3,1,3,,2,,,,,,9,,6,4,,,,2,,1,3,4,,,3,2,,,,,2,,2,,,,,,,,13,,4,2,1,1,,,,1,,,,,,,1,,,,,1,1,2,,,16,,,1,1,6,2,,,,,88,26,27,69,,1,1,,1,3,,,,,,,2,2,,,332
77377,,,,,4,,,,1,2,,1,1,1,3,,,,,,2,1,,,13,2,,,,,,,,,,,4,1,,,,1,2,,,,,,,,,,4,,2,1,1,,,,,2,,,,,,,,,,,,,,1,,,10,,,,1,3,,,,,,57,19,12,44,,,5,,2,1,,,,,,1,,3,,,208
77378,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,1,,,1,,3,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,12,2,1,1,,,1,,,,,,,,,,,,,,31
77379,1,,,1,4,,2,,6,4,2,1,3,2,8,,4,,,,2,,7,1,20,13,,,,,,1,1,,,,9,13,,,,,4,,,,1,,,,,2,13,,2,4,3,,3,,,1,,,,,,3,,,2,,,,,,,,11,1,,3,4,4,1,1,,,,152,63,28,74,,,10,,8,3,1,,,,,,2,2,,,511
77380,,,,,2,,,,2,3,,1,5,3,5,,2,,,,,,6,,9,5,,,,1,,,1,1,2,,2,3,,,1,,1,,,,,,,,,1,5,,,,,,1,,1,1,,,,,,2,1,,,,,,,1,,,2,,,7,,4,3,,,,,76,41,16,44,,,8,,2,2,,,,,,1,,4,,,278
77381,1,,,1,1,2,,,4,2,,2,5,6,,,2,,,,,,1,,15,7,,,,2,,1,,,,,4,4,,,1,,6,,2,,,,,,,3,4,,,,2,,,,1,,,,,,,1,1,,1,,,3,,2,,,10,,,5,2,2,,3,,,,108,48,24,72,,1,5,1,2,3,,,,,,1,4,6,,,384
77382,,,,1,4,,1,,3,7,,3,4,1,4,,4,,,,,,7,,5,8,,,,,,3,1,,,,4,7,,,2,,1,,,,1,,,2,,1,5,,3,1,2,,,,2,,,1,,,,2,,,,,,,,,,,13,2,,5,2,7,,,,,,153,51,26,84,,3,11,,2,6,,1,,,,,3,3,,,462
77383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77384,,,,1,2,,,,,1,,,1,1,2,,,,,,,1,2,,2,4,,,,,1,1,1,,,,2,5,,,,,3,,1,,,,,1,,,4,,1,1,,1,1,,,1,,,,,,,,,,,,1,,,,,5,1,,3,,1,,,,,,60,15,8,33,1,2,1,,1,1,,,,,,,,,,,174
77385,,,,,,,,,1,1,,3,2,,3,,,,,,,,1,1,4,5,,,,,,,,,,,4,4,,,,,1,,,,,1,,,,1,3,,,,1,,1,,,,,,,,,,,,,,,,3,,,,9,1,,,,,,,,,,50,13,8,30,,,1,,2,,1,,,,,,,,,,155
77386,,,,1,3,1,2,,9,6,1,,3,1,3,,2,,,,2,1,4,1,21,127,,,,2,,2,,2,3,,9,13,,,,,3,1,3,,,,,2,,,17,,2,9,2,1,,1,,2,1,,,,,,1,,,,,,2,14,,,17,3,1,3,1,6,3,1,,,1,141,59,18,74,,,8,,5,1,,1,1,1,,,1,2,,,628
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77388,,,,,4,,,,4,1,,,3,1,3,,2,,,,1,,4,1,9,4,1,,,,,2,,,,1,4,2,,,,,1,,1,,,,,,,,4,,,,,1,,1,,1,1,,,,,,,,,,,,,3,,,6,,,2,1,1,,1,,,,56,18,8,26,,,5,,,1,,,,,,1,2,,,,188
77389,,,,,4,,2,,2,3,1,1,2,,2,,1,,,,1,,5,,6,11,,,,3,,,,,,,5,6,,,,,2,,1,,1,,,,,,6,,,2,2,,,,,1,1,,,,,1,1,,1,,,1,,1,,,5,1,,6,4,8,,,,,,118,35,23,48,,,5,,1,4,,,,1,,,5,3,,,343
77396,1,,,,1,,,,1,5,,,3,,4,,1,,,,1,,5,,5,1,,,,,,,1,,,,9,3,,,,,,,,,,,,,,,5,,2,,,,1,,,3,,,,,1,,,,,,,,,,,,4,,,1,1,,,,,,,47,7,11,16,,,1,,,2,1,,,,,1,,,,,145
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,1,,,,,,,1,,2,,2,,,,,,,3,,1,,,2,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,6,3,,7,,,6,,2,,,,,,,,,,,,42
77401,,,,1,8,1,1,,1,6,,2,8,2,3,,1,,,,,,6,,11,7,,,,1,,,,,,,2,2,,,,,2,,1,,,,,,,1,7,,2,,1,,,,,,,,,,,2,,1,,,,,,,1,,6,1,,6,,18,,,,,1,113,114,42,64,,,4,,2,,,1,1,,,2,,10,,,466
77402,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77405,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,,,,2,5,,1,,4,3,1,,2,1,3,,2,,,,1,,5,,14,7,,,,1,,3,1,,1,1,5,16,,,,,3,,1,,,,,,,,8,,1,2,1,,1,1,,4,,,,1,,1,,,,,,,,1,,,21,3,,4,2,6,3,1,,,,124,35,31,83,,3,2,,6,2,,,,1,,,3,1,,,435
77407,,,,3,3,2,5,,2,1,,2,5,1,5,,5,,,,,,5,,11,8,,,,,,1,,,,,3,9,,,,,4,,7,1,,,,,,,7,1,5,2,,,1,,,4,,,,1,,3,,,1,,,,,,,,27,,,1,1,9,,2,,,,226,66,35,169,,1,5,,3,4,1,2,1,,,2,1,4,,,668
77414,,,,,,,1,,1,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,2,,,,,,,,,,,,,,,,,,,16
77417,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2
77418,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,5,2,,4,,,1,,1,,,,,,,,,,,,18
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,,1,,,1,,1,,,,,,,,,,,,14
77423,,,,,,,,,,2,,,,,,,,,,,,,1,,1,3,,,,,,,,,,,1,2,,,,,3,,,,,,,,,,2,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,15,3,3,10,,,,,,1,,,1,,,,,,,,55
77426,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,1,,,,,,,,,,,,8
77429,,1,,,3,,1,,3,4,1,,3,1,1,,2,,,1,1,,7,,6,5,,,,,1,2,1,1,1,,19,8,,,,,4,1,,,,,,2,,3,17,1,3,,,,2,,,1,,1,,,,,1,,,,,1,,,,,13,1,,2,4,6,,,,,,159,53,20,76,,1,5,,2,3,1,,2,,,1,,4,,,463
77430,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,5
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,1,8,1,3,,5,10,1,2,9,8,3,,8,,,,,2,9,,19,11,,,,,1,1,2,1,,,6,16,,1,1,,4,,5,,,1,,,,,20,,6,2,,,,,,3,1,1,,,3,2,,,1,,,,2,2,,,19,5,,,4,6,2,,,,,265,76,49,170,,3,3,,5,9,1,,1,,,3,1,19,,,823
77434,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
77435,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,2,,,,,,,,,,,,,,9
77441,,,,,2,1,,,1,,1,,3,,5,1,2,,,,,,2,1,4,5,,,,,,,,,1,,3,8,,,,,3,,2,,1,,,,,,5,,1,1,,,,1,,4,,1,,,1,1,,,,,,,,,,,4,,,,2,1,,1,,,,75,26,12,52,,1,3,,1,2,,,1,,,1,4,4,,,251
77442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77443,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,1,,,1,,1,,,,,,,,,,2,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,8,2,,3,,,,,,,,,,,,,,,,,27
77447,,,,1,1,,,,,,,,,,1,,,,,,,1,2,,3,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,3,,1,,1,,,2,,,1,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,21,3,2,10,,,1,,,2,,,,,,,,,,,63
77449,,1,,,1,,1,,3,7,1,1,,2,,,2,,,,,1,8,,15,3,,,,1,1,3,3,1,,2,8,3,,,,,6,,3,,,2,,,,,9,,7,1,2,,1,1,,,,,,,,1,,,1,,,,,3,,,10,,,,1,,,2,,,,98,14,5,35,,2,6,,,4,,,,,,,2,,,,284
77450,,,,4,1,1,1,,1,2,1,,4,3,2,,4,,1,,,,8,1,17,7,,,,,,3,1,2,,1,6,3,,,,,6,,,1,,,,,,2,5,,,4,,,,1,,2,,1,,,1,1,,,,,,1,,,,,12,1,,2,3,4,2,,,,,132,42,18,64,,1,3,,2,4,,1,1,,,1,1,1,,,394
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,2,11,1,1,,9,10,2,1,11,4,4,,7,,,,1,3,9,,17,17,,,,1,2,4,3,,,,8,19,,,2,,8,1,3,,,3,,,,1,15,,2,3,,,1,,1,3,,,,3,1,3,3,,,,,1,,1,,,22,1,,4,2,15,1,,,,,233,79,45,144,,2,8,,6,5,,1,,1,,1,4,9,,,787
77461,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,,1,,,1,,,,,,,,,,1,,,,18
77465,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
77469,,,,1,5,,,,2,2,1,1,4,,1,,2,,1,,1,1,6,,3,6,,,1,1,,4,1,,,,5,4,,,,1,1,,4,,,,,1,,,5,,1,1,,,1,,,,,,,1,1,1,,,,,,,,2,,,18,1,,2,1,3,,1,,,,124,41,20,62,,4,3,,1,1,,,,,,,2,9,,,366
77471,,,,,,,,,,2,,,,,,,,,,,,,1,,4,,,,,,,1,,,,,1,2,,,,,,,1,1,,,,1,,,2,,,2,,,,1,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,19,8,1,10,,,,,,,,,1,,,,,,,,62
77474,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,1,1,,,,,,,,,,,,,,1,,,18
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3
77477,,,,1,,,,,1,2,1,,1,,2,,,,,1,,,1,1,4,1,,,,,,,2,,,,2,2,,,,,3,,1,,,,,,,,2,,,1,,,,,,,,,,,,1,,1,,,,,,2,,,11,1,,,,1,,1,,,,43,15,3,29,,,2,,1,1,,,,,,,1,1,,,143
77478,,1,,,2,1,,,1,2,,,3,3,1,,3,,,,1,,4,1,8,5,,2,,,1,1,2,,1,,2,4,,,1,,3,,,,,,1,,,1,1,,2,1,,,,,,,,1,,,,1,,,,,,1,,,,,12,,,4,1,3,,,,,,80,37,24,44,,,8,,,,,,,,,,,1,,,276
77479,1,1,,5,18,1,7,,8,5,1,2,16,4,8,,11,,1,,,1,8,2,28,24,,,1,,,5,,1,,1,6,13,,,,,14,3,6,,,,,,,2,16,,5,3,,,1,,,3,2,,,2,,10,1,,1,,,2,2,2,,,36,2,,9,6,24,3,1,,,,532,203,140,325,1,4,12,,5,12,1,,1,,,4,3,13,,,1591
77480,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5
77481,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3
77484,,,,,,,,,,,,,1,1,,,,,,,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,4,,,3,,,,,,,,,,,,,,16
77485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,,,,,,,,,,,,,,,,,10
77487,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77488,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,1,,,1,,,,,,,,,,,,,,15
77489,1,,,1,,,,,1,2,,,,,2,,1,,,,1,,,,3,,,,,1,1,,,,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,13,4,1,2,,,1,,1,1,,,,,,,,,,,49
77493,1,,,,10,,2,,1,5,1,,5,3,4,,1,,,,1,2,10,,7,6,,,,,,3,,,,,5,10,,,,,3,,2,,1,,,1,,1,5,,1,1,1,,,,,2,,,,,1,,,,,,,,,1,,,12,2,,,2,2,,,,,,97,20,14,69,,2,8,,4,3,1,1,1,1,,,2,6,,,344
77494,1,1,1,4,14,1,2,,9,16,1,3,19,4,6,,4,,,,1,4,15,1,20,27,,,,2,1,4,1,1,3,,5,16,,,,,11,,3,,,,,1,,3,26,,2,3,3,,2,,,7,,1,,1,,4,,,2,,,,3,2,,,26,6,,16,3,10,1,2,,,,395,109,73,278,,3,10,,5,12,,,3,,,2,4,15,,,1234
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,1,4,1,,,1,5,1,1,3,1,1,,3,,,2,,,6,1,6,4,,,,,,2,,1,,,1,3,,,,,4,,1,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,19,,,3,,4,,,,,1,109,42,14,68,,3,5,1,5,2,,,,,,,,1,,,335
77502,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,5,,,,,1,2,,,,,,,,,,,,,,17
77503,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,17
77504,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,2,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,5,3,,3,,,3,,1,,,,,,,,,1,,,33
77505,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,11,5,1,6,,9,1,,,,,,,,,,,,,,48
77506,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,14
77507,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4
