Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75098,,,,,5,,1,,,5,1,,2,1,5,,1,,,,1,2,11,2,20,11,,,,1,1,1,,2,,,13,8,,,2,,4,,,,1,,,1,,,11,,3,2,2,1,,,,,1,,,,,,,,1,,,1,,1,1,,26,,,2,1,,,1,,,,123,30,9,66,,1,10,,2,6,,,,,,1,1,,,,405
75101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75103,,,,,,,,,,,,,1,,,,,,,,,2,3,,1,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,1,1,3,,,1,,,,,,,,,,,,,,28
75104,1,,,,2,,,,4,3,,,1,2,1,,3,,,1,3,1,2,1,11,1,,,,3,,6,1,,,,4,4,,,,,1,,1,,,,,,,,3,,,,,,,,,1,1,,,,,,,,,,,,,,,,5,1,,4,2,4,,2,,,,48,35,12,19,1,,5,,,,,,,,,,,1,,,201
75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,1,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,,1,,,,,,,,,1,,,,,15
75110,,,,,,,,,,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,1,,1,,,,,,,,,,,,15
75114,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,3,1,,2,,,,,,,,,,,,,,,,,13
75115,1,,,1,2,,,,2,3,,,4,1,2,,1,,,,,1,5,,11,3,,,,,1,,3,,,,5,3,,,,,1,,,,,,,,,2,3,,1,,,,,1,,,,,,1,2,,1,1,,,,,,,,,1,,,1,1,1,,,,,,32,19,4,17,,,1,,,2,,1,,,,1,,2,,,145
75116,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,4,2,,3,,,,,,,,,,,,,,,,,17
75117,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
75119,,,,,,,,,,,,,,,,,,,,,,1,1,,3,1,,,,1,,,,,,,2,2,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,11,2,4,2,,,1,,,,,,,,,,,,,,37
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
75125,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
75126,,,,1,1,,2,,6,1,,,3,4,6,,1,1,,,2,1,10,,20,4,,,,3,,1,2,,,,13,10,,,,,2,,,2,,,,1,,,10,1,4,2,1,,,,,2,,,,,2,,,,1,,,,,,,,9,1,,2,,1,2,,,,,98,30,4,38,,1,6,,1,2,,,,,,,,4,,,319
75127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75132,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
75133,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,1,,,1,,1,,,,,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,4,2,2,,1,,,,1,1,,,,,,,,,,25
75135,,,,,,,,,1,,,,,,,,,,,,,,5,,3,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,3,2,3,,,1,,,,,,,,,,,,,,31
75137,,,,1,,,,,1,,,,1,,,,,,,,,,2,,6,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,14,5,4,2,,,1,,1,,1,,,,,,,,,,47
75140,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,8
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,4
75142,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,,1,2,,,2,,,,,,,,,,,,,,26
75143,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,3,,1,,,3,,,1,,,,,,,,,,,26
75144,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,,,,,,,,,,,,,,8
75146,,,,,,,,,,1,,,,1,2,,1,,,,,1,,,3,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,11,5,1,2,,,1,,,,,,,,,,,,,,35
75147,,,,,,,,,,,,,,,,,1,,,,,,2,,2,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,1,,,,1,1,4,,,,,,3,,7,,8,,,,,2,,1,2,,,,3,,,,,,,,1,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,14,3,3,5,,,1,,,1,,,,,,,,,,,69
75150,,,,,1,,1,,,4,,,,1,3,,1,,,,1,,3,,8,,,,,,,,1,,1,,5,,,,,,1,,,,,,,,,,1,,1,,,,,,1,,,,,,1,,,,,,,,,,,,7,,,,,1,,,,,,16,5,,9,,,2,,2,,1,,,,,,,,,,78
75151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75152,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,,,,1,,,,,,,,,,,,,,13
75154,,,,,,1,,,2,3,,,,2,,,4,,,,2,,1,,10,,,,,,1,3,,1,,,4,5,,,,,,,1,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,1,,,,39,10,3,10,,,5,,,1,,,,1,,,,1,,,124
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
75156,,,,,1,,,,,,,,,,,,,,,,,,1,,6,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,4,4,1,1,,,,1,1,,,,,,,,1,1,,,29
75158,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,9
75159,,,,,2,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,12,6,,1,,,,,,,,,,,,,,,,,30
75160,1,,,,,,,,,,,,,,,,1,,,,,,5,,5,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,2,,1,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,,,3,7,1,3,,,1,,,1,,,,,,,,,,,40
75161,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
75163,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5
75165,,,,,1,,,,1,,,,1,,1,,2,,,,2,,10,,8,1,,,,,,1,,,,,2,3,,,,,,,,,,,,,,,4,,2,1,,,1,,,1,,,,,,2,,,,,,,1,1,,,7,,,,,1,1,,,,,46,12,3,21,,,5,,,,1,2,,,,,,1,,,146
75166,1,,,,,,,,,1,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,10,3,1,3,,,1,,,,,,,,,,,1,,,31
75167,,,,,,,,,,,,,1,,,,,,,,,,2,,2,2,,,,,,1,1,,,,2,1,,,,,,1,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,,1,,,,22,8,,5,,,3,,1,,1,,,,,,,1,,,63
75169,,,,,,,,,,1,,,,,,,,,,,,,2,,3,,,,,,,3,,,,,1,,,,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,6,1,,3,,,,,1,,,,,,,,,,,,28
75172,,,,,,,,,,1,,1,1,2,2,,1,,,,1,,1,,16,1,,,,1,,,,,,,4,2,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,14,9,3,7,,,3,,,,,,,,,,,1,,,79
75173,,,,,,,,,,1,,,,,1,,,,,,,,3,,3,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,1,,1,,,,,,,,,,,,,,,,,21
75180,,,,,,,,,,,1,,,,,,,,,,,,1,1,5,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,2,,1,,,,,,,,,,,,,,,,,21
75181,,,,,,,,,,1,,1,,,,,,,,,,,1,1,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,2,5,,,1,,1,,,,,,,,,1,,,49
75182,,,,,,1,2,,,2,,,1,,,,,,,,,,1,,4,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,1,,,,,,,,,,,3,,,,1,1,,,,,,31,12,5,17,,,,,,,,,,,,,,,,,88
75189,,,,,,,,,,1,,,,,,,,,,,1,2,6,1,8,3,,,,2,,1,,1,,,4,11,,,,,1,,,,,1,,,,,6,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,2,1,,,1,1,,,,,,47,17,4,23,,,4,,,1,,,,,,1,,,,,156
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2
75201,4,1,,4,4,2,2,,4,8,,1,3,4,4,1,3,,,,1,,4,,5,15,,,1,3,1,,,,,,4,5,,,1,,1,,1,1,,,,,,,128,1,,,,,,1,,1,,1,,,,3,,,,,,,,,,,13,3,,6,2,10,1,2,,,,117,63,19,39,,1,5,,1,1,,,,,,1,2,1,,,510
75202,,,,1,,,1,,,2,,,,3,,,1,,,,1,,1,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,3,1,2,,,,,,35,16,1,5,,,,,1,,1,,,,,,1,,,,83
75203,,,,,,,,,,,,,1,1,,,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,1,,,,11,1,2,8,,,,,,,,,,,,,,,,,34
75204,,,,4,4,,3,,5,5,,,6,4,6,1,4,,,,1,,4,,10,2,,,,1,2,2,1,1,,,4,7,,,,,4,,1,,1,,,1,,1,10,,,1,2,1,,2,1,,,,,,,,,,,,,1,,,,,7,4,,3,3,6,2,1,,,,181,62,22,82,,1,8,,1,6,,2,1,,,,6,2,,,503
75205,,,,9,10,2,,,1,7,2,,10,1,1,,3,,,,2,,2,,6,2,,,,2,,1,,1,,,1,4,,,2,,1,1,1,,,1,,,,2,7,,,1,1,,,1,2,,,2,1,1,,1,1,,1,,,,1,1,,,6,1,,15,7,30,2,1,,,,111,132,51,50,1,,3,,2,2,,,,,,2,5,3,,,520
75206,,1,,3,12,3,1,,5,5,,2,4,2,4,,1,1,,,,,6,,8,3,,,,2,,5,,,,,1,6,,,1,,3,,,,,,,,,,11,,,2,1,2,1,,,,2,,,,,,2,,,,,2,1,,,,8,4,,4,2,3,2,1,,,,180,46,14,83,,2,8,,1,3,1,1,,1,,4,1,7,,,479
75207,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,2,,,,,,17,8,1,2,,,,,2,,,,,,,,,,,,45
75208,,1,,2,2,1,2,,,3,,1,9,6,4,,2,,,,,1,3,,10,4,,,,2,,3,,,,,1,3,,,,,2,,,,1,,,,,1,3,,1,1,1,,,,,1,1,,,,,,,,,,,,4,,,,9,2,,2,,3,1,3,,,,85,25,8,39,,2,7,,4,2,,,,,,1,2,4,,,275
75209,1,,,3,10,1,,,1,2,,1,6,4,3,,,1,,,,,1,,3,2,,,1,,,,,,,,1,4,,,1,,,1,,,,,,,,2,2,,,,1,,,,,1,,,,,,2,2,,,,,1,,,,,2,1,,7,5,5,,1,,,,57,54,29,42,,1,2,,,1,,,,,,1,3,5,,,274
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,5
75211,,,,1,1,,,,3,,,,,,1,,2,,,,,1,,1,3,,,,,3,,,1,,,,3,1,,,,1,,,,,,2,,,,,3,,1,1,1,,1,,,,,,,,,,,,,,,1,,,,,2,1,,,,,,,,,,22,7,3,10,,,,,,2,,,,,,1,,,,,80
75212,,,,,,,1,,1,,,,2,1,,,1,,,,,,,,1,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,20,,1,9,,,2,,,1,,,,,,1,,,,,51
75213,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75214,2,,,4,9,1,5,,1,7,,2,10,6,9,,1,1,,,,,7,,12,9,,,,6,,3,,,,,6,8,,,,1,6,,2,,,,,,,3,5,,1,2,3,,2,,,1,1,,,1,,1,1,,,,,,,1,,,13,,,4,5,7,2,1,1,,,133,84,32,74,,,6,1,6,6,2,1,2,,,3,6,12,,,541
75215,,,,,1,,,,,1,,,1,,1,1,2,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,4,1,,,,,,,,,,19,1,1,6,,1,2,,,,,,,,,,,2,,,52
75216,,,,,,,,,1,,,,,2,,,,,,,,,,,1,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,9,3,2,1,,,,,,,,,,1,,,,,,,36
75217,,,,,1,,,,,,,,,,,,,,,1,,,2,,3,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,1,,,,,,,,4,,,,,,,,,,,12,1,1,2,,,,,,,1,,,,,,,,,,36
75218,3,,,3,5,,,,,2,,,3,2,5,,,,,,1,2,5,1,10,4,,,,2,,,,1,,,4,4,,,,,2,2,,,,1,,,,,3,,,3,2,,2,1,1,1,,,,,,,,,,,,,1,1,,,5,3,,5,1,3,,2,,,,66,29,9,38,,1,9,,1,4,1,,,,,1,1,5,,,261
75219,2,,,7,9,2,3,,4,4,,1,4,10,8,1,3,,,,,3,6,,7,1,,,,2,,1,,1,,,4,4,,,,1,1,1,1,,,,,,,1,6,,,1,,,,,,,,,,,,,,,1,,,1,3,2,,,4,2,,5,2,10,,2,,,1,155,67,15,65,,,3,,4,4,1,,,,,5,,1,,,452
75220,1,1,,2,2,4,3,,1,2,,1,4,,,,,,2,,,1,6,,4,1,,,1,,,1,,,1,,,1,,,,,3,,,,,,,,,2,4,,,,,,,,,,,1,,,,3,1,,,,,1,,,,,2,5,,6,2,9,1,,,,,48,57,25,31,,1,3,,,,,,,1,,,3,4,,,252
75223,,,,1,2,,1,,,2,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,1,1,,,,,11,1,2,10,,,,,2,,,,,,,,,,,,43
75224,,,,,2,,,,,,,,,2,,,,,,,,,1,,4,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,,18,3,,4,,,1,,,,,,,,,,,,,,47
75225,,,,6,9,,3,,2,3,,4,8,,2,1,,1,,,,1,3,,6,4,,,,,,1,,1,,1,,2,,,1,,,,,,,,,,,3,2,,,,,,,,,3,,2,,1,,4,,,,,,1,,,,,1,2,,9,9,22,,,,,,81,143,65,58,1,,1,,1,2,,,,,,1,1,8,,,480
75226,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,21,2,1,10,,,,,,1,,2,,,,,,,,,45
75227,,,,,,,,,,1,,,2,,2,,,,,,,,1,,1,2,,,,1,,1,,,,,5,3,,,,,,,1,,1,,,1,,,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,23,8,,5,,1,4,,,1,,,,1,,,,1,,,75
75228,,,,1,2,1,,,,1,,,2,4,3,,,,,2,1,,5,1,11,1,,,,5,,1,2,1,1,1,1,3,,,,,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,12,1,,,2,,,2,,,,30,7,1,23,,,4,,4,2,,2,,1,,2,,2,,,150
75229,1,,,2,8,3,2,,5,5,,3,7,3,3,,,,,,,,8,,15,6,,,1,3,,,,,,,1,5,,,,,2,,,,,,,,,1,4,,,,1,,1,,,,1,,,,,2,1,,,,,,,1,,,6,2,1,3,3,12,,,1,,,80,82,36,52,,1,2,,4,1,,,1,2,,2,3,2,,14,405
75230,2,,,3,13,,7,,4,6,,3,9,2,3,,3,,1,,,,14,,6,4,,,1,,,1,,,1,,1,7,,,1,,4,,,,,1,1,,,1,2,,1,1,,,,1,,3,1,3,,,1,2,,1,1,,,,1,2,,,6,2,1,18,6,22,3,,,,,127,124,64,81,,1,4,,1,,,,,,,5,5,11,,,600
75231,,,,,2,,,,1,1,,,1,3,1,,,,,,,,2,,6,2,,,,,,1,2,,,,2,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,5,,,3,2,1,1,,,,,49,23,8,29,,1,,1,,3,,,3,,,,,4,,,164
75232,,,,,,,,,,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,,,,14,1,1,4,,,1,,,,,,,,,,,,,,37
75233,,,,,,1,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,6,1,1,3,,,1,,,1,,,,,,,,,,,27
75234,,,,4,2,1,,,1,2,,1,5,1,1,,2,2,,,,,7,,7,10,,,,3,,2,1,,1,,3,2,,,,,2,,1,,,,,,,1,3,,2,1,1,,1,,,1,,1,,2,,1,3,,,,,,,,,,10,5,,,,1,1,2,,,,88,24,11,54,,2,3,,1,1,,,2,,,,,1,,,284
75235,,,,1,1,,,,1,1,,,1,2,3,,,,,,,,2,,8,1,,,,2,,1,,,,,7,1,,,,,1,,,,,,,2,,,1,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,2,2,,,,,,,,,,120,222,94,25,,,3,,1,1,,,,1,,1,1,,,,513
75236,1,,,,,,,,,,,,,,2,,,,,,,,1,,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,14,5,2,3,,,,,,,,,,,,,,,,,37
75237,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,7,1,1,1,,,1,,,,,,,,,,,,,,19
75238,,1,,,,,,,,2,,1,2,3,4,,,,,,,1,2,,7,4,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,3,,,,1,,2,,,2,,,,,,,,,,,,,,,,,6,3,,,,,1,,,,,48,20,6,20,,,2,,1,,1,1,,,,1,3,2,,,154
75240,,,,,2,,,,,3,,,4,4,2,,,,,,1,,3,1,7,2,,,,2,,1,,,,,3,2,,,,,,,,,,,,1,,,3,,,1,1,,,1,,,,,,,1,1,,,1,,,,,,,,9,,,2,2,1,,,,,,33,14,9,13,1,2,5,,1,,,,,,,1,,1,,,141
75241,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,6,5,,2,,,,,,,,,,,,,,,,,20
75242,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75243,1,,,1,2,1,,,1,2,,,3,4,1,1,2,,,,,1,4,,12,3,,,,2,,2,2,,,,5,1,,,,,3,,2,,,,,1,,,,,,2,,,2,,,1,,,,,1,,,,,,,,,,,,4,1,,2,3,1,2,1,,,,67,19,9,31,,2,5,,3,2,1,,,,,1,,1,,,218
