Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
77277,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77301,,,,,,,,,,,,,,,,,1,,,,,,3,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,8,2,,6,,,3,,,,,,,,,,,,29
77302,,,,1,,,,,,,1,,,,,,,,,1,,,4,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,3,1,1,,,1,,,,,,,,,,,,31
77303,,,,,,,,,,1,,,,,,1,,,,,2,,6,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,2,2,2,,1,,,,,,,,,,,,,33
77304,,,,,,1,,,,,1,,2,,,1,1,,,1,2,,7,2,,,,,,1,,1,3,,,,1,,,,,,1,,,,1,4,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,32,11,5,11,,,1,,,,1,,1,,1,,,,98
77306,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6
77316,1,,,3,,2,,,,2,1,,,2,1,,5,,,,2,,5,4,,,,1,,1,,,3,1,,,1,,,,,1,,,,,1,5,,1,,,,,,1,,,,,,1,,,,,,,,,,,2,,,1,,2,,,,,32,15,4,20,,1,3,,,1,1,,,,2,2,3,,134
77318,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,1,,,,1,,,,,2,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,12,11,3,8,,1,,,,,,,,,,1,1,,54
77320,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,,,,,1,,,10
77327,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,1,,1,,1,1,,,1,,,,,,,,,17
77328,,,,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,1,,3,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,16
77331,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,1,,,,,,,,,,11
77334,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77336,,,,,,,,,,,,,,,,,1,,,,,,1,3,,,,,,,,,3,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,,,,,,,,,,,,1,,,24
77337,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77338,,,,,,,,,,,,,,5,1,,,,,,3,,6,1,,,,,1,2,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,15,6,,4,,,,,,,,,,,,,,,53
77339,,,,1,,,,,,,3,,1,5,,,4,,,,2,,8,2,,,,,,2,,,3,1,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,2,1,,,,,,43,11,7,12,,1,3,,1,,1,,,,,,1,,125
77340,1,,,,,,,,,1,,,,1,,,1,,,,1,,3,1,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,1,2,3,,,1,,,,3,,,,,,,,34
77345,,1,,2,1,,,,,1,1,,,1,,,2,,1,,4,1,2,6,,,,,,1,,,2,3,,,,,1,,,,,,,,2,4,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,33,19,5,17,,4,,,2,,3,,1,,1,,2,,126
77346,2,,,2,2,1,2,,,,1,,2,5,3,1,4,,2,,2,1,6,5,,,,,1,1,1,,2,7,,,,,1,,,1,,,,,1,4,1,,1,,,,1,2,,,,1,,,1,,,,,,,,,,4,,,3,,1,,,,,77,22,12,31,,1,2,,1,,1,,,,,,1,,223
77351,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,4,1,,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,1,,,,,1,,,,,,,28
77354,,,,1,,1,1,,,,3,1,2,5,,,1,,,,6,1,5,5,,,,,,3,,,5,3,,,1,,,,,,,,,,1,2,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,46,19,12,22,,,2,,1,,5,1,,,,,,,161
77355,,,,1,,,,,,,1,,,,,,1,,,,6,,7,2,,,,,,,,,6,1,,,1,,,,,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,1,1,,,,,19,10,3,7,,,3,,,,,,,,,,1,,82
77356,,,,3,,,1,,,,4,,1,3,1,,2,,,,2,,2,1,,,,2,,1,,,6,3,,,1,,,,,,,,,,,5,,,1,1,,,,1,,,,,,1,1,,,,,1,,,,,2,,,,,4,,1,,,41,22,17,21,,1,2,,1,,,1,,,,1,1,,159
77357,,,,,,,,,,1,,,,1,,,,,1,,,,6,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,12,3,1,4,1,,2,,,,,,,,1,,,,41
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,1,,,6
77360,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,5
77362,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,4,4,3,3,,,,,,,,,,,,,,,21
77363,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77365,,,,,1,,1,,,,2,,,1,,1,,,,,2,1,5,1,,,,,,2,,,2,1,,,,,,,,,1,,1,,1,5,,1,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,28,8,6,11,,,1,,2,,,,,,,,2,,93
77371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,4
77372,,,,,,,,,,,,,,,1,,,,,,3,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,,,,,,,,,,,,15
77373,1,,,,,1,,,,,1,,2,1,2,1,2,,1,,3,,8,2,,,,3,,2,,,4,1,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,26,9,6,12,,1,6,,,1,2,,,,,,1,,111
77375,,,,3,,1,1,,,,5,,2,3,1,2,4,,,,7,,8,2,,,,1,,1,,,3,,,,,,1,,,,,,,,,10,,1,1,1,,,,1,,,,,,,1,,,,,1,1,,1,,13,,,1,,2,,,,,76,20,22,53,,1,1,,1,,3,,,,1,1,3,,261
77377,,,,1,,,,,,1,3,,1,3,,,,,2,,,,14,2,,,,,,,,,4,1,,,,1,2,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,7,,,,1,,,,,,53,17,9,29,,,5,,2,,,,,,1,,3,,166
77378,,,,,,,,,,,,,,1,,1,2,,,,1,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,2,1,1,,,1,,,,,,,,,,,,28
77379,1,,,5,,1,1,,,4,4,2,2,7,4,1,3,,2,,6,1,19,13,,,,,,,,,9,8,,,,,3,,,1,,,,,3,11,,2,1,,1,,,1,,,,,,3,,,2,,,1,,,,,10,,,3,5,2,,1,,,133,61,24,59,,,9,,4,1,3,,,,,1,3,,441
77380,1,,,,,,,,,2,2,,3,5,2,,2,,,,3,,10,5,,,,1,,,,,3,2,,,1,,,,,,,,,,1,2,,,,,1,,,2,,,,,,2,1,,,,,,,,1,,3,,,7,,4,,,,,67,41,16,33,,,7,,2,,2,,,,,1,3,,238
77381,1,,,1,2,,,,,1,2,,6,,2,3,5,,,,1,1,16,7,,,,2,,,,,5,2,,,2,,6,,,,,,,,2,4,,,1,,,,3,,,,,,,1,1,,1,,,3,,,1,,11,,,4,,4,,3,,,92,45,23,56,,1,4,1,2,,2,,,,1,2,5,,338
77382,,,,3,,1,,,,3,7,,2,5,4,3,3,,,,6,1,5,9,,,,,,3,,,3,4,,,2,,1,,,1,,,2,,,5,,,2,,,,2,,,1,,,,,,,,,,1,,,,,14,,,3,1,7,,,,,135,48,25,74,,2,10,,1,,5,,,,,3,1,,408
77383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77384,,,,1,,,1,,,,1,,,1,1,,1,,,1,1,,2,4,,,,,1,1,,,2,3,,,,,3,,,,,,1,,,2,,1,,1,,,,1,,,,,,,,,,,,1,,,,,5,,,2,,,,,,,56,16,6,21,1,2,1,,1,,1,,,,,,,,143
77385,,,,,,,,,,,,,,3,,2,1,,,,1,1,4,5,,,,,,,,1,5,4,,,,,1,,,,1,,,,,2,,1,1,,,,,,,,,,,,,,,,,,2,,,,7,1,,,,,,,,,43,10,3,15,,,1,,2,1,,,,,,,,,118
77386,,,,2,,2,1,,,7,5,1,1,3,1,2,3,,2,,6,1,23,99,,,,2,1,3,1,,7,12,,,,,4,,,,,,2,,,10,,8,,1,,1,,2,,,,,,,1,,,,,,,,,,18,,1,3,1,4,,1,,,113,57,18,50,,,6,,4,,1,1,1,,,1,2,,496
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77388,,,,3,,,,,,5,,,1,3,2,,3,,1,,4,1,8,3,1,,,,,2,,1,4,2,,,,,1,,,,,,,,,3,,,,,,1,,1,,,,,1,,,,,,,,,,3,,6,,,,1,,,1,,,48,14,10,24,,1,3,,,,1,,,,1,2,,,166
77389,,,,4,,2,,,,2,3,1,1,1,2,1,2,,1,,5,,6,10,,,,3,,,,,4,4,,,,,2,,,1,,,,,,4,,,,,,,,1,,,,,,,1,,1,,,1,,,1,,6,,,9,3,11,,,,,108,29,21,42,,,5,,1,,3,,1,,1,3,3,,310
77396,1,,,1,,,,,,1,3,,,4,1,,2,,1,,6,,5,2,,,,,,,,,7,1,,,,,,,,,,,,,,3,,,,,1,,,3,,,,,1,,,,,,,,,,,,4,,,1,1,,,,,,46,6,6,12,,,1,,,1,2,,,,1,,,,124
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,,,,1,,1,,3,,2,,,,,,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,5,2,,2,,,4,,2,,,,,,,,,,31
77401,,,,6,1,1,1,,,1,6,,2,3,1,2,8,,,,6,,11,7,,,,1,,,,,2,1,,,,,2,,,,,,,,1,3,,,,,,,,,,,,,,1,,1,,,,,,1,,,6,1,,7,,12,,,,1,108,118,41,50,,,4,,1,,,1,,,2,,9,,430
77402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,2,,,4,,,2,,,2,1,1,1,3,1,1,3,,1,,5,,14,8,,,,2,,3,,1,6,8,,,,1,2,,,,,,,,,1,,1,,,1,1,,3,,,,1,,,,,,,,,,,1,,13,3,,3,,4,,1,,,109,31,31,60,,2,1,,5,,2,,1,,,1,1,,349
77407,,,,4,1,2,2,,,3,1,,4,4,5,2,3,,,,5,,13,8,,,,,,1,,,4,4,,,,,4,1,1,,,,,,,6,1,3,,,1,,,4,,,,1,,1,,,1,,,,,,,,21,,,1,1,2,,2,,,178,58,29,118,,1,4,,2,1,5,,,,2,1,3,,519
77414,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,,,,,,,,,,,,,,,,13
77417,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2
77418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,6,2,,3,,,2,,1,,,,,,,,,,17
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,11
77423,,,,,,,,,,,2,,,,,,,,,,1,,2,3,,,,,,,,,1,,,,,,1,,,,,,,,,2,,1,1,,2,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,13,2,2,5,,,,,,,1,,,,,,,,43
77426,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,1,,,,,,,,,,7
77429,,1,,5,,1,,,,2,5,,2,2,2,,4,1,1,,6,,6,3,,,,,1,5,,,18,6,,,,,3,,,,,,2,,2,12,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13,1,,1,5,8,,,,,141,49,16,59,,,3,,2,1,3,1,,,1,,4,,402
77430,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,6,,2,,,,3,9,1,7,4,5,3,8,,,1,10,,19,10,,,1,,1,,,,7,13,,1,,,6,,,,,,,,,10,,2,,,,,,3,,,,,3,1,,,1,,,,1,,2,,17,,,,3,5,,,,,204,72,48,109,,3,2,,4,,8,1,,,3,1,8,,628
77434,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77435,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,6
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,1,,,,,,,,,,,,8
77441,,,,1,,1,1,,,2,,,,5,1,,2,1,,,2,,5,5,,,,,,,,,3,7,,,,,3,,,1,,,,,,3,,,,,,,,2,,1,,,1,,,,,,,,,,,,4,,,,2,1,,1,,,66,16,10,38,,1,1,,,,3,1,,,,2,3,,196
77443,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,,1,1,,,,,1,,,,,,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,1,,1,,,,,,,,,,,,,,,17
77447,,,,1,,,,,,,,,,2,,,,,,,1,,3,3,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17,2,2,8,,,1,,,,,,,,,,,,45
77449,,1,,1,,,,,,3,3,1,3,,1,2,1,,,,8,,14,1,,,,1,1,3,1,2,9,4,,,,,3,,1,,2,,,,,8,,1,2,,,1,,,,,,,,,,,1,,,,,,3,,9,,,,,,,2,,,79,12,4,21,,2,5,,,,4,,,,,1,,,221
77450,,,,2,,,3,,1,1,2,1,4,3,3,,4,,,,9,1,20,8,,,,,,3,2,,6,,,,,,6,,1,,,,,,1,3,,5,,,,,,1,,,,,1,1,,,,,,1,,,,,11,,,3,3,2,,,,,115,41,17,46,,1,3,,2,,4,,,,1,2,,,344
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,7,1,,1,,,6,7,2,4,4,6,,10,,1,,8,,18,12,,,,,2,4,,,8,12,,,1,,7,,,,2,,,,,11,1,3,,,1,1,,1,,,,3,1,1,2,,,,,1,,,1,,25,1,,3,1,13,,,,,201,72,39,93,,2,7,,4,,4,,1,,1,3,5,,627
77461,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,1,,,,,,,,,,,,10
77465,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
77469,,,,4,,,1,,,,2,2,,1,2,1,4,,1,1,6,,3,7,,,,1,,4,,,3,2,,,,1,2,,,,,,1,,,2,,,,,1,,,,,,,1,1,,,,1,,,,,,2,,17,,,2,1,4,,1,,,100,35,16,41,,4,1,,1,1,1,,,,,,9,,291
77471,,,,,,,,,,,2,,,,,,,,,,1,,4,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,14,6,1,8,,,,,,,,1,,,,,,,48
77474,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,1,,13
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3
77477,1,,,,,,1,,,1,1,1,,2,,,,1,,,2,1,6,1,,,,1,,,,,1,1,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,10,,,,,1,,2,,,40,15,5,21,,,3,,,,1,,,,,1,,,129
77478,,,,2,1,,,,,,2,,3,1,3,,3,,1,,4,1,9,5,,2,,,1,1,,,2,2,,,1,,3,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,7,,,4,1,3,,,,,70,38,23,37,,,8,,,,,,,,,,,,241
77479,1,1,,16,1,3,2,,,4,4,1,3,11,11,3,9,,,,8,2,25,22,,,,,,5,1,1,8,11,,,,,14,,,,,,,,2,13,,3,,,1,,1,3,,,,2,,1,2,,1,,,1,2,,2,,29,2,,9,5,23,,,,,474,194,123,237,,3,9,,5,1,11,1,,,4,2,9,,1342
77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,7
77481,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77484,,,,,,,,,,,,,1,,,,1,,,,1,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,3,,,,,,,,,,,,14
77485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,,,,,,,,,,,,,,,7
77488,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,1,,,,,,,,,,,,13
77489,1,,,,,,,,,1,1,,,1,1,,,,,,,,3,,,,,1,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,10,3,1,2,,,2,,1,,1,,,,,,,,38
77493,,,,8,,2,,,,1,3,,3,3,1,,4,,1,1,9,,7,7,,,,,,2,,,4,5,,,,,2,,,,,,1,,,5,,,,,,,,2,,,,,1,,,,,,,,,,1,,9,,,,2,,,,,,71,19,11,38,,2,8,,3,1,3,,1,,,2,4,,247
77494,2,1,1,11,1,1,2,,,7,13,1,3,6,3,4,16,,1,1,18,,24,23,,,,2,1,5,1,,5,8,,,,,11,,,,,,1,,3,17,,2,2,,,,,8,,,,1,,,,,2,,,,3,,1,,19,3,,12,6,11,,1,,,342,100,66,175,,3,7,,5,,10,3,,,2,3,10,,990
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,1,,,,,,2,2,2,2,,3,,4,2,,,4,1,7,6,,,,,,2,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,3,,3,,,,,91,33,12,46,,3,6,,4,,2,,,,,,,,268
