Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
78703,5,1,,9,1,1,2,,,6,3,,6,13,2,2,18,,1,,12,,17,3,,,,1,1,1,,1,2,2,,,,,3,,,1,,,,,,4,,,1,,,,,1,,,,,,,,,,,,4,4,1,1,,31,3,,9,2,15,,,,,158,119,60,90,,3,17,,3,1,2,,1,,1,5,16,,666
78704,11,,,8,1,6,11,,,10,9,,16,17,,10,18,,1,1,34,1,46,14,,,,28,,9,1,3,11,3,,,,,8,2,1,,,,,,1,6,,2,7,1,1,,1,1,,,,,,,1,1,,,,5,,,2,,44,2,,7,1,10,,,,2,311,100,39,120,,7,19,1,8,4,9,,1,,9,10,14,,1027
78705,1,,,3,,,,,,1,,,4,1,,,3,,,,3,,8,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2,,1,,14,,,,,,,1,,,33,6,4,10,,,4,,,,1,,,,,3,2,,110
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
78713,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
78716,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
78717,5,,,5,,,1,,,4,5,,4,7,,2,7,,1,1,17,,29,19,,,,,,4,,,6,8,,,,,14,,1,1,,,2,,,2,,1,2,,1,,,1,,,,1,1,,1,,1,,,2,4,1,1,,29,3,,,,,,,,1,266,59,28,108,,2,8,,5,5,9,,1,,1,3,6,,696
78719,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,7
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78721,3,,,,,,,,,,1,,2,4,1,,,,,,3,,4,,,,,2,,1,,4,3,3,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,1,,7,,,,,,,,,1,31,3,2,18,,1,2,,2,2,1,,,,1,,,,111
78722,1,,,1,,2,,,,,1,,2,4,,1,2,,,1,3,,8,3,,,,4,,2,,,1,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,,,,6,1,,1,1,1,,,,1,28,3,,11,,,5,,1,,1,,,,,1,7,,111
78723,4,,,1,1,1,3,,,3,2,,7,10,1,3,5,,,,16,1,51,11,,,,3,,5,1,5,3,5,,,1,,6,,1,2,,,,,,5,,3,5,,,3,,,,,,1,,1,,,,,,2,2,2,,,48,1,,,,1,,,,,118,22,12,63,,1,5,,13,4,6,,,,3,4,6,,483
78724,,,,1,,1,,,,1,2,,3,3,,,,,,1,4,1,8,3,,,,,,3,,,4,1,,,,,,2,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,1,,,1,,8,,,,,,,,,,36,5,4,21,,,3,,1,1,3,,,,1,1,,,128
78725,,,,,,,,,,1,,,,,1,,,,,,3,1,5,1,,,,,,2,,,,2,,,,,1,1,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,17,4,2,14,,1,3,,1,,2,,,,,,,,73
78726,1,,,,,1,,,,2,3,,1,3,1,2,2,,,,4,1,9,6,,,,1,1,3,1,,4,2,,,,,2,,1,1,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,9,4,,2,,1,,,,,78,29,11,38,,2,1,,2,,2,,,,1,1,6,,242
78727,1,,,1,,,2,,,2,2,,5,4,,1,,1,,1,9,2,25,8,,,,1,,6,,2,5,7,,,1,,5,,,,,,,,1,2,,2,2,,,,,,,,,1,,,,,,,,2,1,1,,,36,2,,,,2,,1,,,122,27,9,42,,4,10,,3,,1,,,,,1,4,,367
78728,1,,,2,,,,,,,1,,2,3,1,,1,1,,1,5,1,15,2,,,,1,,5,,,6,2,,,,,3,,,,,,,,,,,2,2,,1,4,,,,,,,,,,,,,,1,,,,,21,,,1,,1,,,,,64,12,5,36,,,5,,3,1,2,,,,2,1,2,,219
78729,1,,,,,,,,,6,1,,3,3,1,1,4,1,1,,11,,29,3,,,,3,,1,,,1,3,,,,,4,,,1,,,,,1,,,1,4,,,2,,,,,,,1,,,,,,,,2,,2,,27,,,1,,,,1,,,79,21,5,38,,1,8,,1,1,2,,,,2,,1,,279
78730,1,,,3,,,2,,,2,2,,2,2,2,2,3,,,,2,,15,6,,,,,,,,,1,3,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,10,1,,3,,6,,,,,64,59,27,43,,,,,2,2,3,1,,,1,2,,,277
78731,2,,,7,,1,1,,,7,7,,18,13,5,2,10,,,1,20,2,22,13,,,,2,,8,,2,4,8,,,1,,8,,,1,,,1,,2,6,,4,,,,1,,1,,,,2,,,,,,,,2,3,1,,,42,7,,2,2,10,,1,,1,171,91,30,95,1,,13,,6,,5,,,,3,10,18,,696
78732,2,,,4,,,1,,,3,5,1,,7,4,1,10,,,,8,,20,12,,,,3,1,3,,1,6,8,,,,,2,,,,,,,,,3,,,1,,,,,2,,,,2,,,,1,,,,2,2,,,,15,1,,3,2,7,,,,,145,80,32,88,1,3,4,,3,2,4,,,,,2,10,,517
78733,,,,4,,,,,,3,3,1,3,4,2,2,9,,,,3,,14,8,,,,,,2,,2,3,2,,,,,4,,,,,,,,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,18,,,,,2,,1,,,92,78,22,47,1,,4,,2,1,1,,,,1,1,5,,350
78734,2,1,,5,,2,2,,,1,5,1,1,3,3,1,7,,2,,5,,19,5,,,,1,,8,1,1,5,4,,,,,1,,,,,,,,1,8,,,,1,,,1,2,,,,,,1,2,1,1,,,4,1,,1,,13,4,,4,2,7,,1,,,115,67,18,54,,1,3,1,1,,2,,1,,,2,4,,410
78735,1,,,4,1,3,2,,,3,3,3,5,5,2,2,5,,2,,12,,12,6,,,,2,1,6,,,2,4,,,,,10,1,,,,,,,1,2,,1,1,,,,,,,,,,,,,,,,,,1,,1,,12,,,3,4,7,,1,,,120,72,22,57,1,,6,,1,1,3,,,,3,4,4,,425
78736,,,,,,,,,,,,,2,6,,,1,,,1,4,1,9,2,,,,1,,,,1,1,1,,,1,,2,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,11,1,,,,,,,,,35,13,1,14,,1,4,,1,,,,,,,1,1,,119
78737,1,,,3,,1,2,,,4,5,,4,7,,2,10,,,1,15,,14,9,,,,,,1,,,6,5,,,,,5,,,,,,,,1,6,,1,2,,1,,,,,,,,,,,,,,,1,1,,,,17,1,,1,1,,,,,,108,54,21,62,,,6,,1,,1,,,1,3,3,8,,396
78738,5,,,14,1,3,6,,,4,7,1,4,11,3,2,9,,1,,11,,19,15,,,,1,,3,2,,5,11,,,,,4,,,,,1,,,1,7,,1,3,1,,,3,9,,,,,,,,1,,,,1,,,2,,14,2,,2,5,20,,,,,270,154,71,163,,2,9,,3,,5,,,,1,5,11,,909
78739,2,,,6,,1,2,,,2,8,1,3,5,1,4,5,,,1,16,,18,12,,,,1,,5,,,3,7,,,,1,3,,,,,,,,1,4,,1,2,,1,,,,,,,1,,,,,,,,1,,,2,,23,5,,,,2,,,,,193,49,22,74,,2,2,,2,3,3,,,,3,2,7,,512
78740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78741,2,,,1,,2,1,,,4,1,,2,7,1,2,2,,1,,11,1,24,3,,,,3,,5,,2,11,4,,,,,1,,,,1,,,,,4,,1,4,,,1,,,,,,,,,,,,,,1,,,,,9,3,,,,1,,1,,1,116,23,10,50,1,1,5,,2,1,,,,,,,1,,328
78744,,,,4,,,,,,1,1,,5,5,,,3,,,1,11,1,12,2,,,,3,,5,,1,8,2,,,2,,4,,1,2,,,,,,6,,2,1,,,1,,,,,,,,,,,,,,1,,,,,18,2,,,1,2,,1,,,74,18,6,38,,3,5,,1,2,1,,,,,,,,257
78745,4,,,4,,2,5,,,7,4,,6,9,,2,4,,,1,20,1,42,106,,,,5,,3,,1,11,5,,,1,,5,,,2,,,,,,5,,9,,1,,3,,1,,,,,1,,,,,,,2,1,2,1,,52,40,,1,,1,,1,,1,125,23,5,52,,5,11,4,5,1,2,,,,3,4,2,,614
78746,4,,,25,5,3,3,,,6,10,,11,7,4,4,21,,2,,14,1,29,11,,,1,3,1,5,,,3,7,,,2,,3,,2,,,,,,5,9,,2,1,,,1,1,1,,,1,,,,,,,,,3,2,,2,,27,4,,14,3,24,,,,1,240,251,100,136,3,1,11,,6,,4,1,2,,3,5,26,,1077
78747,,,,,,,,,,2,,,5,,,4,,,,,4,,16,3,,,,1,,1,,,8,3,,,,,1,,,,,,,,1,4,,2,,,,2,,,,,,,,,,,,,,,1,1,,,7,1,,1,,,,,,,41,12,2,15,,,4,,2,2,,,,,,,,,146
78748,2,,,1,,,1,,,6,6,,3,7,1,3,7,,,1,16,,34,4,,,1,3,,8,,3,12,5,,,,,7,,,,1,,,,,8,,1,3,,,1,,,,,,,,,,,,,,1,1,3,2,,38,3,,2,,,,,,1,138,13,12,64,1,3,10,,4,1,1,1,,,2,3,1,,450
78749,1,,,4,,1,,,,3,2,,7,6,,1,6,,,,19,1,26,11,,,,3,,3,,1,7,4,,,,,7,,,,,,,,1,4,,,4,,,2,,,,,,,,,1,,,,,2,2,1,2,,37,2,,2,1,,,3,,,129,26,14,54,,2,8,,4,2,3,,,,2,3,3,,427
78750,,,,4,,1,2,,,4,4,,2,6,,1,7,,1,1,20,,31,17,,,,3,,3,,1,5,7,,,,,6,,,1,1,,2,,1,3,,,4,,1,1,,1,,,,,,,,,,,,2,2,,2,,31,1,,1,,,,,,,173,47,12,62,,5,8,,5,1,6,,,,2,5,7,,513
78751,3,,,1,,,2,,,3,1,,5,4,,1,2,,,,11,2,18,1,,,,3,,5,,,2,,,,,,1,,,,,,,,,1,,2,2,,,2,,,,,,,,,,,,,,1,1,,,,22,3,,,1,,,,,,69,12,1,22,,1,4,,4,2,3,,,,,2,3,,223
78752,2,,,,,,,,,,,,4,1,,,1,,,,3,,9,1,,,,2,,1,,1,4,,,,,,1,,,1,,,,,,,,2,3,,,,,,,,,,,,,,,,,1,1,,,,13,,,,,2,,,,,38,2,,18,,,4,,1,1,,,,,1,,1,,119
78753,3,,,1,,,,,,,,,2,,2,,,,,1,12,,23,1,,,,1,,8,,,6,1,,,,,5,,,,,,1,,,1,,1,3,1,,,,,,,,,,,,,,,,,,1,1,,15,1,,,2,,,1,,,57,10,4,18,,,11,,2,2,1,,,,2,,,,201
78754,1,,,1,,,1,,,3,2,,1,5,3,,1,,,,11,,15,4,,,,1,1,5,,,2,,,,,,4,1,,,,,,,,2,,2,3,,,,,,,,,,,,,,,,,1,,,,,18,4,,,1,1,,,,,81,14,5,21,,2,6,,,1,3,,,,1,1,,,229
78755,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78756,1,,,3,,1,,,,2,2,,3,9,,,3,,,,4,,18,4,,,,2,,2,,,5,,,,,,5,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,3,1,,2,,13,,,2,,2,,,,,42,16,7,15,,1,4,,2,,2,,,1,2,2,4,,191
78757,1,,,4,1,,4,,,3,3,,5,7,,2,2,,,,23,,22,12,,,,4,,6,,1,4,3,,,,,6,,,,2,,,,,6,,6,2,,,,,,,,,,,,,,,,,5,3,,,,49,3,,2,,1,,,,,125,26,6,51,,1,9,,6,2,6,,,,3,5,8,,440
78758,,1,,,,1,,,,3,1,,3,5,3,3,4,,,,9,1,35,2,,,,4,,6,,1,8,2,,,,,3,,,1,2,,,,,4,1,3,6,,,,,,,,,,,,,,,,,3,,2,,,31,2,,2,,3,,,,1,181,23,6,45,,1,6,,3,2,2,,,,,5,1,,431
78759,1,,,7,,2,2,,,5,4,1,7,10,1,4,10,,,2,31,1,39,13,,,,1,,9,2,1,6,1,,,,,8,,,,,,1,,,4,,5,,,,,,,,,,,,,1,,,,,3,1,2,,,50,2,,1,1,4,,,,1,185,82,29,82,,3,18,,10,,7,,,,4,2,4,,670
78763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78766,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78801,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,12
78832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78840,1,,,,,,,,,1,,,1,2,,,1,,,,3,,4,1,,,,,,2,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,13,5,2,4,,,2,,,,1,1,,,,,,,52
78846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78852,,,,,,,,,,1,,,,,,,1,,,,,,6,1,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,7,2,,5,,,4,,,,,,,,,,,,32
78861,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,1,,,,,,,,,,,,14
78872,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78873,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78877,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
78880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,4
78881,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,2
78885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
78913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78930,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,4
78934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,1,,,,,,,,,,,,,1,,11
78935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,3
78940,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4
78941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,2
78942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,5
78944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
78945,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,11
78947,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3
78948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
78949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,1,,,,,,,,,,5
78953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,3
78954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,3
78956,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78957,,,,,,,,,,,,,,,,,2,,,,2,,1,,,,,,,1,,,1,2,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,6,2,,,,1,2,,1,,1,,,,,,,,26
78959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
79007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,1,,,,,,,,7
79013,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79015,,,,,,,,,,,1,,,,,,1,,,,2,,5,,,,,2,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,13,,,3,,,,,,,,,,,,1,,,33
79022,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,5
79027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
79029,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,6
79036,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3
79039,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
79040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
79042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79045,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,8
79056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
79057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79063,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
79064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
