Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78541,,,,,,,,,,1,,,1,,,,,,,,,,1,,3,1,,,,,,1,,,,,2,2,,,,,1,,1,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,20,1,2,10,,,1,,,,1,1,,,,,,1,,,56
78542,,,,,,,,,,,,1,,1,,,,,1,,,,1,,4,1,,,,,,2,,,,,1,2,,,,,1,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,23,6,1,8,,2,1,,,,,,,,,,,3,,,67
78543,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78550,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,2,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,26,7,3,9,,,2,,,,,,,,,1,,,,,63
78552,,,,1,,1,,,,1,2,,,4,,1,,,,,,,,,3,3,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,23,4,3,12,,,2,,2,,,,,,,,,,,,77
78557,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,10
78559,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,1,2,,,,,,,,,,,,,,1,,,16
78560,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,6
78566,,,,,1,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,1,,2,1,,,1,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,16,3,3,2,,,1,,,,,,,,,,,,,,43
78569,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78570,,,,1,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,13
78572,,,,3,,1,3,,,4,3,,,3,,1,,,3,,,,3,,7,4,,,,2,,2,2,,,,,3,,,,,1,,,,,,,,,1,4,,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,5,1,,3,2,3,,,,,,71,12,14,27,,1,5,,1,,2,,2,,,1,3,3,,,211
78573,,,,1,,,,,,1,2,,,1,,,,,,,,,,,5,1,,,,2,,,,,,,,2,,,,,1,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,16,6,4,6,,,,,1,,2,,,,,,,,,,57
78574,,,,2,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,2,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,9,1,1,6,,,,,,,,,,,,1,,,,,32
78575,,,,,,,,,,,2,1,,,,1,,,1,,,,2,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,2,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,20,5,1,11,,,1,,1,,1,,,,,,,,,,56
78576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,7
78577,,,,1,,,1,,,4,,,,1,,1,,,,,,,,,4,1,,,,,,1,,,,,2,2,,,,,,,3,,,,,,,,6,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,19,6,2,6,,,1,,,,1,,,,,,,,,,69
78578,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,2,7,,,,,,,,,,,,,,,,,34
78580,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,4
78582,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,4,,,3,,,,,,,,,,,,,,20
78583,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,6
78584,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,6
78586,,,,,,,,,,,,,,,,1,,,,,,,1,1,4,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,13,1,2,6,,,1,,2,,,,,,,,1,1,,,43
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78589,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,14,,,5,,,,,,,,,,,,,,,,,32
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78594,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2
78596,,,,,,,,,,,1,,,,,2,,,1,,2,,1,,3,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,1,,1,,,,23,7,2,7,,1,,,1,,,,,,,,,1,,,63
78597,,,,,,,,,,1,,,,2,,1,,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,2,1,,,1,,2,,,,,,,,,,,,34
78599,,,,,,1,,,,,2,,,,,,,,,,,,1,1,3,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,5,,,1,,,,,,,,,,,,,,28
78600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78602,,,,,,,,,,1,1,,,2,,,,2,1,,,,6,,7,,,,,,,2,,,,,4,2,,,,,1,,,,,,,,,,4,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,30,8,2,20,,,5,,,,2,,,,,,,,,,105
78605,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,,,,,,,,,2,,,,,,,,,,17
78606,,,,,1,,,,,,1,,,,,,,,,,,,2,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,4,,,1,,,,,,,,,,1,,,,19
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78610,,,,5,1,1,2,,,1,,,,4,,2,,,2,,,,7,,18,4,,,,,,8,,,,1,11,13,,,,,2,,2,,,1,,,,,11,,,2,1,,,,,,1,,,,,,,,,,,1,,,,,19,1,,,,1,1,,,,,63,13,6,42,,1,3,,3,1,2,1,,,,1,1,,,,260
78611,,,,,,,,,,1,,,,,,,,,1,,,,4,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,11,5,4,4,,1,5,,,,,,,,,,,,,,42
78612,,,,,,,,,,1,,,,1,,,,,,,,,3,,2,1,,,,1,,,,,,,1,2,,,,,,,,,1,,,,,,2,,1,1,2,,1,,,1,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,1,13,8,,6,,1,3,,,,1,,,,,,1,,,,61
78613,4,,,9,2,1,2,,,7,9,,12,18,,2,,2,21,,1,3,36,3,65,40,,,,6,,12,,3,,2,13,14,,,,,8,,5,,1,,,1,,,14,,2,3,10,4,,3,1,1,,,,,,1,1,,,,,1,1,,1,,70,11,,2,,10,,,,,1,377,110,62,202,1,7,13,2,7,2,9,1,1,1,,3,3,8,,,1248
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
78616,,,,,,,,,,1,1,,,4,,,,,1,,,,2,,7,4,,,,1,,2,,,,,3,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,1,,2,,,10,,,,,,,,,,,22,12,2,5,,1,,,1,,1,,,,,,,,,,88
78617,,,,,,,,,,2,1,,,,,,,,,,,,4,,5,1,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,26,3,,6,,1,1,,,,,,,,,,,,,,62
78618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78619,,,,1,,1,,,,,2,,1,1,,,,1,3,,1,,,,6,3,,,,,,,,,,,3,2,,,,,,,,,,,,,,,2,,,,,,1,1,,1,,,,,,,,,,,,1,,,,,3,,,,,3,,,,,,26,10,10,16,,,,1,,,,,,,,1,,1,,,102
78620,2,,,1,,,2,,,1,4,,1,5,,,,,4,,,1,9,2,19,8,,,,,1,,,,,,5,4,,,,,5,,,,1,,,,,2,5,,2,,1,,,,,4,1,,,,,,1,,,,,,,,,,11,3,,1,,1,,,,,,87,38,19,50,,1,5,,1,1,3,1,,,,,5,3,,,321
78621,,,,,,1,,,,,,,1,2,,,,,,,,,5,,9,,,,,3,,3,,,,,5,,,,,,1,,,,,,,,,,2,,,3,,,1,2,,,,,,,,,,,,,,,,,,,7,,,,1,,,,,,,11,4,,9,,,5,,1,,1,,,,,,,,,,77
78623,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,,,,1,,,,,8
78624,,,,1,1,,,,,1,,,1,1,,1,,,,,,,2,,4,4,,,,,,2,,,,,4,6,,,1,1,1,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,,,2,,,,3,,,,,1,,,,,,18,13,7,9,,,2,,1,,1,,,,,,,1,,,94
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78626,,,,1,1,,1,,,1,,,1,2,,,,1,1,,1,,8,,11,5,,,,1,,4,1,,,1,10,4,,,,,,,,1,1,,,,,,9,,,1,1,,,1,,,,,,,1,,,,,,,1,1,,2,,19,5,,,,2,,,,,,86,17,7,41,,3,12,,1,,4,,,,,,1,1,,,273
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78628,,,,4,1,,,,,3,7,,8,6,,1,,1,5,1,,1,11,,14,20,,,,1,,2,1,1,,1,7,9,,,,,3,,2,,,1,,1,,,10,,2,2,3,,,1,,5,1,,1,,1,1,,,1,,,1,1,,,,19,3,,1,,2,1,1,,,2,159,41,17,97,,1,8,,2,,6,1,3,,,2,6,4,,,518
78629,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,,16
78631,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,1,,,2,,,,1,,1,4,,,,,3,,1,,9,,12,4,,,,5,,2,,,,,4,6,,,1,,4,,,,1,,,1,,,4,,,1,1,,1,,,5,,,,1,1,1,1,,1,,,3,,,1,,11,4,,,,1,,3,,,,48,29,19,38,,,13,,5,1,4,,,,,,3,2,,,265
78634,,,,1,,,1,,,2,6,,1,3,,1,,,1,,,1,4,1,20,11,,,,3,,5,,,,1,7,7,,,,,2,,1,,,,,,,,4,,,3,6,,1,,,,,,,,,,,,,,,,,,1,,12,,,,,1,1,,,,1,78,13,6,31,,,4,1,2,1,3,,,,,,1,1,,,250
78636,,,,1,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,,,2,,,,,,,,,,17
78638,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,6
78639,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,3,,,,,,,,,,,3,1,3,3,,,,,,,,,,,,,,,,,21
78640,,,,,,,,,,3,1,,3,5,,,,,1,,,1,11,1,25,6,,,,1,,3,,,,,14,6,,,,,2,,6,,,,,,,,6,,,2,3,,,,,,,,,,1,,1,,,,,,,,1,,16,,,,,,,,,,1,71,8,6,24,1,1,7,,1,,4,,,,,,1,,,,244
78641,2,1,,5,,2,3,,,9,10,2,1,13,,2,,1,17,,1,,29,2,53,36,,,,1,,6,1,,,1,22,16,,,1,,11,,4,1,,,,1,,3,15,,3,9,7,1,1,,1,4,,,,,,3,1,1,,,,3,4,2,2,,69,5,,5,1,13,1,,,,,368,93,48,256,,4,25,,7,1,19,,,,,2,5,10,,,1246
78642,1,,,3,,,,,,2,1,,,1,,,,,5,,1,,2,,8,8,,,,,,1,,,,,7,6,,,,,1,,1,,,,,,,,4,,1,1,1,,,,,7,,,,,,1,,,,,,,,,,,9,1,,1,2,,,,,,,53,13,9,40,,1,5,,1,1,4,,,,,1,2,2,,,208
78643,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,5,2,1,1,,,2,,,,,,,,,,,,,,17
78644,,,,,,,,,,,,,,1,,,,,,,,1,3,,2,,,,,1,,1,,,,,2,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,2,,,,,1,1,,,,,,,,,,,26
78645,,,,2,1,1,,,,6,,2,,4,,,,2,1,,,,5,1,11,4,,,,,,4,1,,,,5,3,,,,,2,,,,,,,,,,1,,,,2,,,1,,1,,,,,,1,,,,,,,,1,,,8,2,,1,,2,,,,,,34,19,5,23,1,,4,,1,,1,,,,,,,,,,163
78648,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,1,,,,,,,,,,,1,,,13
78649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78650,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,6
78652,1,,,1,1,,,,,,,,,,,,,,,1,,,,,7,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,,9,2,,8,,,2,,,,3,,,,,,,1,,,46
78653,,,,2,,,1,,,4,,,4,3,,1,,,1,,2,1,9,3,10,4,,,,2,,3,,,,1,10,4,,,,,3,,2,,,,,,,,1,,,4,4,,,,,,,,,,,,,,,,,3,,,,,11,2,,,,2,,,,,,67,11,1,47,,2,3,,3,1,3,,,,,2,1,1,,,239
78654,,,,,1,,1,,,,,,2,1,,,,,,,,,3,,8,1,,,,,,1,,,,,3,1,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,1,1,,,,1,10,5,1,8,,,5,,,,,,,,,,,,,,62
78655,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78657,,,,1,,,1,,,,,2,,,,1,,,2,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,11,2,5,,,1,,,,,,,,,,,1,,,37
78659,,,,,,,,,,,,,,1,,,,,,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,1,1,,,,,,,,,,,,,,,,,16
78660,1,,,1,,1,2,,,15,10,,11,16,,2,,2,6,,,,31,,72,22,,,,5,1,11,1,2,,1,15,17,,,,,11,,5,1,1,1,,,1,1,18,,6,11,9,1,1,3,,,,,,,1,,1,,1,,,,2,1,4,,68,6,,1,3,6,,,,,,288,60,25,184,1,,14,,8,2,12,,,,,2,2,5,,,1012
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,5
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78664,2,,,1,,,4,,,2,4,,4,9,,,,,3,,1,2,10,1,27,4,,,,4,,8,,2,,1,8,7,,,,,6,,2,,2,,,,,,2,,3,2,4,,,,,2,,,,,,1,1,,,,,2,1,,1,,35,1,,,3,2,,,,,,108,36,9,48,,2,8,,3,1,3,,,,,3,2,1,,,398
78665,3,,,5,,1,,,,6,4,1,5,12,,4,,1,9,,1,1,20,,29,25,,,,2,,6,1,2,,1,10,10,,,,,9,,6,,,1,,2,,,5,,,4,4,,1,,,2,1,,,,2,,,1,,,,1,,,2,,40,6,,,,2,,2,,,,227,62,23,130,,3,10,,1,,11,1,1,,1,1,1,7,,,729
78666,2,,,,,,1,,,1,2,,1,2,,1,,,4,,,,10,1,21,4,,,1,2,,2,1,,,,4,6,,,1,,4,,,,1,1,,,,,2,,,3,3,,1,1,,,,,,,,1,,,,,,1,2,,,,14,1,,,,1,,,,,,62,12,8,23,,1,11,,3,1,4,,,,,2,1,4,,,235
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,2,1,1,,,,3,1,1,3,2,,1,,1,3,,,,5,,11,1,,,,,1,,,,,,6,7,,,,,1,,,,,,,,,,5,,,,,,,,,5,,1,,,1,,,1,,,,3,,,,,6,,,1,,2,,,,,,47,31,16,36,2,,4,,,,,1,,,,,,1,,,214
78671,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
78676,1,,,1,,1,2,,,1,,,1,,,,,1,1,,,1,3,,6,5,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,2,,,,,3,,,1,,2,,,,,,14,16,7,14,,1,3,,4,,1,,,,,,,,,,97
78681,2,,,5,1,2,3,,,8,5,,3,11,,,,,14,1,1,,13,,49,20,,,,6,,7,,,,,13,8,,,,,8,,3,1,,,,,,2,4,,1,3,1,,,1,,,,1,,1,,,,,1,,,3,,2,1,,46,5,,1,,3,,1,,,,233,53,21,121,,5,12,,2,3,4,1,,,,1,3,6,,,726
78683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
