Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75061,1,,,,,,1,,,1,3,,,1,,,,,1,,1,,,,7,,,,,,,1,,,,,2,,,,,,2,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,,15,7,2,9,,,2,,1,,1,,,,,,,,,,69
75062,,,,,1,,1,,1,1,3,,1,1,,,,,4,,,1,6,,7,3,,,,1,,2,,,,,,2,,,,,,,1,,,,,,,,1,,,,2,,,,,,,,,,1,,,,1,,,,1,,,,6,,,2,,3,,1,,,,41,12,5,12,,1,1,,2,,2,,,,,1,1,2,,,134
75063,,,,7,1,1,2,,,7,7,,3,9,,,1,4,10,1,1,,10,1,10,21,,,,7,,1,1,1,,,2,4,,,,,4,,1,,2,,,,,,7,,1,2,1,,1,,,,,1,,,1,1,,,,,,,3,,1,,35,4,,7,5,6,,,,,,264,67,50,177,,3,12,,7,,8,1,,,,2,2,2,,,790
75065,,,,,,,,,,,,,,,,,,,,,,,2,,4,1,,,,,,1,1,1,,,2,3,,,,,,,,,,,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,,,1,,1,,,,,,13,12,3,9,,,1,,,,,,1,,,,1,,,,67
75066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75067,,,,3,,,1,,,1,,,3,1,,,,,3,,,,9,,10,2,,,,2,,7,,3,,1,8,5,,,,,6,,1,,,,,,,,2,,1,2,,,,1,,2,,,,1,1,1,,,,,,1,,2,1,,17,2,,1,,,,,,,,86,25,10,32,,1,2,,2,1,,,,,,,2,,,,262
75068,,,,6,,1,2,,,4,9,1,1,7,1,4,,1,3,,1,,5,1,26,11,,,,5,1,4,1,,,1,12,15,,,,,1,,1,1,,1,,,,,12,,2,3,,,,1,,,1,,,,3,,1,,,,,1,,1,,,19,5,,3,2,2,1,,,,,175,39,18,109,,2,7,,2,2,6,,,,,3,3,3,,,553
75069,,,,3,1,4,1,,,1,1,,2,3,,3,1,,1,,,,6,,11,,,,,3,,1,,2,,,3,3,,,1,,1,,1,,,,,,,1,4,,,,1,,1,,1,1,,,,,,1,,,,,,1,,,,,6,1,,,2,1,1,1,,,,69,47,17,39,,,4,,2,1,1,,,1,,2,3,,,,262
75070,1,,,7,,2,1,,,8,6,,4,6,,2,,2,10,3,,2,17,,33,20,,,,2,2,8,,1,,1,16,11,,,,,12,2,4,,,1,,,,2,12,,4,2,1,,1,,,1,,,,1,1,2,1,,,,,,1,,1,,23,3,,4,1,4,1,,,,,256,79,29,151,,4,9,1,3,,4,,,,,3,6,8,,,803
75071,,,,9,1,1,2,,,6,7,,4,6,1,4,,1,4,1,,1,8,,19,13,,,,5,1,6,,1,,,12,18,,,,,11,,2,1,,,,,1,1,6,,7,5,1,,2,1,,2,,,,1,2,,,1,1,,,,1,1,3,,16,2,,4,3,3,,1,,,,217,55,23,117,,,8,,2,2,9,,,,,1,,6,,,650
75072,1,,,9,1,1,1,,,6,4,,1,8,,3,,1,2,,,2,8,,8,12,,,,2,,5,,,,1,6,7,,,,,4,1,1,,,,,1,,1,8,,,1,,,1,1,1,,,,,,,,,,,,,1,3,1,,,14,1,,,4,3,,,,,,154,44,8,75,,1,11,,4,,2,,,,,2,,7,,,444
75074,,,,3,,,1,,,3,1,,1,1,,,,,4,,1,1,7,1,19,,,,,3,,7,,,,1,6,5,,,,,5,,1,,,,,,,1,5,,,1,,1,,1,,1,1,,,,1,,,,,,,,,1,3,,24,1,,,1,4,1,,,,,112,35,19,47,,1,6,,5,3,4,1,,,,1,2,1,,,355
75075,,,,2,,1,2,,,2,4,,3,3,1,1,,1,5,1,1,,10,1,16,7,,,,2,,2,1,1,,,8,5,,,,,5,,2,,1,,,,,,1,,2,1,1,,,1,,1,,,,,1,,,,,,,1,,1,2,,26,3,,2,,,,1,,,,93,29,10,36,,2,8,,,5,2,,,,,1,1,1,,,320
75076,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,1,,,,,,,5,5,1,5,,,,,,,1,,,,,,,,,,31
75077,1,,,4,,,1,,,,1,,3,5,,,1,,6,,,2,8,1,11,6,,,,3,,,1,2,,,9,8,,,,,1,,,,,,,1,,3,6,,4,,1,,,,,1,,,,,,,,,1,,,,,,1,,7,,,1,,2,2,,,,,104,41,21,43,,,7,,,,,,,,,,3,3,,,326
75078,,1,,12,1,5,4,,,3,8,1,2,4,,3,1,,6,,1,,6,,13,16,,,,2,,2,,,,3,11,18,,,1,,5,,2,,,,,,,1,14,,5,1,1,,2,1,,1,,,,,1,1,,,,,,,,,,,15,2,,4,2,8,1,,,,,198,96,53,132,1,4,10,,3,1,13,,2,,,1,3,14,,,722
75080,,,,2,1,1,2,,,1,1,,2,7,,,,1,2,,1,1,12,1,24,12,,,,2,,5,,,,2,5,3,,,,,4,,1,,,,,,,,4,,,4,2,,,2,,,,,,,,,,1,,,,,3,,1,,23,4,,2,,3,,,,,,97,23,14,44,1,2,5,1,2,1,5,1,1,1,,1,3,4,,,348
75081,,,,,,,,,,4,1,,1,3,,1,,,1,,1,,4,1,16,1,,,,1,,2,,,,1,5,2,,,,,3,,,,,,,,,1,4,,1,2,,,,,,,,,,1,,,,,,,,,1,1,1,,23,,,,2,2,,,,,,48,17,2,27,,,5,,2,,,,,,,1,1,,,,190
75082,,1,,3,1,,2,,,1,2,,4,5,,,,4,6,,,1,4,,18,7,,,,2,1,5,1,,,,5,4,,,,,4,,,,,,,,,3,3,,2,2,1,,,1,,,,,,,1,,,,1,,,,1,,1,,13,1,,2,,,,,,,,126,38,15,62,,1,10,,1,,3,,,,,1,1,6,,,377
75085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75087,,,,3,,,1,,,2,3,,1,3,,1,,1,4,,,1,10,,17,4,,,,1,,2,,1,,,4,6,,,1,,2,,1,,,,,,,1,13,,,1,1,,1,,,2,1,,,,1,,2,,,,,,1,,,,4,,,1,,1,,,,,,73,32,9,29,,2,12,,1,1,,,,,,,2,3,,,263
75088,,,,,,,1,,,1,,,2,,,,,,1,,1,1,3,1,5,3,,,,1,,1,,,,,5,5,,,,,2,,,1,,,,,,,1,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,7,2,,1,,,,,,,,40,20,8,22,,1,4,,1,,1,,,,,,1,1,,,148
75089,2,1,,,,,,,,1,5,,1,1,,,,1,2,,,,7,,9,9,,,,1,,2,,,,,7,3,,,,,,,1,,,1,,,,,4,,1,,,,1,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,47,13,4,26,,2,2,,2,,3,,1,,,1,,,,,168
75090,,,,,,,,,,1,1,,,,,,,,,,,,1,,6,1,,,,1,,1,,,,,2,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,5,1,,,1,,,1,,1,,,,,,,,,,35
75092,,,,,,,,,,1,1,,,,,1,,,,,,,5,,3,1,,,,,,1,,,,,3,2,,,,,2,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,24,4,,10,,1,4,,2,,1,,,,,,,1,,,80
75093,1,2,,5,2,2,2,,,3,10,1,4,4,,7,,2,9,,,,14,,17,11,,,,2,,2,,6,,,10,6,,,,,4,,1,,1,,,,,,7,1,,2,,,2,1,1,2,2,1,,,1,2,,2,1,,,,,,1,,15,2,,12,8,17,,2,,,,234,137,62,109,1,,10,,3,,4,1,1,,,5,3,7,,,787
75094,,,,1,,2,,,,2,4,,,2,,,,,7,,,,7,1,9,4,,,,4,,2,,,,,1,3,,,,,6,,,,,,,,,1,2,,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,10,,,1,1,4,,,,,,95,32,20,53,,1,6,,2,,2,,,1,,,2,4,,,297
75098,,,,4,,1,,,,,5,1,1,5,,1,,,2,,1,,12,2,20,11,,,,1,1,1,2,,,,13,8,,,2,,4,,,,1,,,1,,,11,,3,2,2,1,,,,,1,,,,,,,,1,,,1,,1,1,,25,,,1,1,,,1,,,,119,29,8,59,,1,10,,2,,6,,,,,1,1,,,,388
75101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75103,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,1,1,2,,,1,,,,,,,,,,,,,,23
75104,1,,,2,,,,,,3,3,,2,1,,3,,,1,1,3,1,2,1,10,2,,,,3,,6,,,,,4,4,,,,,1,,1,,,,,,,,3,,,,,,,,,1,1,,,,,,,,,,,,,,,,5,1,,4,2,5,,2,,,,45,32,10,18,1,,6,,,,,,,,,,,1,,,192
75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,,1,,,,,,,,,1,,,,,15
75110,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,1,,1,,,,,,,,,,,,15
75114,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,11
75115,1,,,2,,,1,,,2,2,,1,2,,1,,,4,,,,5,,12,3,,,,1,1,,,2,,,5,4,,,,,1,,,,,,,,,2,2,,1,,,,,1,,,,,,1,2,,1,1,,,,,,,,,1,,,1,1,1,,,,,,31,19,4,15,,,1,,,,2,1,,,,1,,1,,,140
75116,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,4,2,,3,,,,,,,,,,,,,,,,,17
75117,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
75119,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,1,,,,,,,2,2,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,11,2,4,2,,,1,,,,,,,,,,,,,,36
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
75126,,,,1,,2,1,,,5,1,,3,6,,1,,,3,,2,1,10,,20,4,,,,3,,1,,2,,,12,8,,,,,2,,,2,,,,,,1,9,1,3,2,1,,,,,2,,,,,2,,,,1,,,,,,,,10,,,2,,1,,,,,,93,28,5,35,,1,6,,1,,2,,,,,,,4,,,300
75127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75132,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
75133,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,1,,,,,1,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,4,2,2,,1,,,,1,1,,,,,,,,,,25
75135,,,,,,,,,,1,,,,,,,,,,,,,5,,3,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,3,2,3,,,1,,,,,,,,,,,,,,29
75137,,,,,,,1,,,1,,,,,,,,,1,,,,2,,6,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,14,5,4,2,,,1,,1,1,,,,,,,,,,,47
75140,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,8
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,4
75142,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,8,,1,2,,,2,,,,,,,,,,,,,,22
75143,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,3,,1,,,3,,,,1,,,,,,,,,,27
75144,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,8
75146,,,,,,,,,,,1,,1,2,,1,,,,,,1,,,3,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,11,4,1,2,,,1,,,,,,,,,,,,,,35
75147,,,,,,,,,,,,,,,,1,,,,,,,2,,3,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,12
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,,,1,,3,,7,,7,,,,,2,,1,,2,,,3,,,,,,,,1,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,,,,14,3,2,5,,,1,,,,1,,,,,,,,,,66
75150,,,,1,,1,,,,,4,,1,3,,1,,,,,1,,3,,8,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,16,4,,9,,,2,,2,1,,,,,,,,,,,73
75151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75152,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,,,,1,,,,,,,,,,,,,,13
75154,,,,,1,,,,,2,3,,2,,,4,,,,,2,,1,,10,1,,,,,1,3,,,,,4,4,,,,,,,1,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,,,,1,,5,1,,,,,,1,,,,37,11,3,10,,,5,,,,1,,,1,,,,1,,,123
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
75156,,,,1,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,4,1,1,,,,1,1,,,,,,,,1,1,,,28
75158,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,9
75159,,,,2,,,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,12,6,,1,,,,,,,,,,,,,,,,,30
75160,1,,,,,,,,,,,,,,,1,,,,,,,4,,5,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,3,7,1,3,,,1,,,,1,,,,,,,,,,36
75161,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
75163,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5
75165,,,,1,,,1,,,2,,,,1,,2,,,1,,2,,10,,8,1,,,,,,,,,,,3,3,,,,,,,,,,,,,,,4,,2,2,,,1,,,1,,,,,,2,,,,,,,1,,1,,6,,,,,1,1,,,,,40,12,3,20,,,5,,,1,1,1,,,,,,1,,,141
75166,1,,,,,,,,,,1,,,,,,,,1,,,,2,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,10,3,1,3,,,1,,,,,,,,,,,1,,,31
75167,,,,,,,,,,,,,,,,,,,1,,,,2,,2,1,,,,,,1,,1,,,2,1,,,,,,1,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,22,7,,5,,,3,,1,1,,,,,,,,1,,,60
75169,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,1,,2,,,,,1,,,,,,,,,,,,24
75172,,,,,,,,,,1,,,2,2,,1,,,1,,1,,1,,15,1,,,,1,,,,,,,3,2,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,10,8,1,7,,,2,,,,,,,,,,,1,,,68
75173,,,,,,,,,,,1,,,,,,,,,,,,3,,3,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,,18
75180,,,,,,,,,,,,1,,,,,,,,,,,2,1,5,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,,20
75181,,,,,,,,,,1,1,,,,,,,1,,,,,1,1,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6,2,3,,,1,,1,,,,,,,,,1,,,45
75182,,,,,1,2,,,,,2,,,,,,,,,,,,1,,4,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,1,,,,,,,,,,,3,,,,1,1,,,,,,31,12,5,15,,,,,,,,,,1,,,,,,,87
75189,,,,,,,,,,,1,,,,,1,,,,,1,,6,1,7,3,,,,2,,1,1,,,,4,11,,,,,1,,,,,1,,,,,5,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,2,1,,,1,1,,,,,,42,14,4,21,,,4,,,,1,,,,,1,,,,,143
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2
75201,2,1,,4,2,2,4,,,3,8,,4,4,1,3,,,3,,1,,4,,5,15,,,1,4,1,,,,,,4,5,,,1,,1,,,1,,,,,,,114,1,,,,,,1,,1,,1,,,,3,,,,,,1,,,,,13,3,,6,2,11,,2,,,,108,62,19,38,,1,6,,1,,1,,,,,1,2,1,,,483
75202,,,,,,1,1,,,,2,,2,,,1,,,,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,3,1,2,,,,,,34,17,1,5,,,,,1,1,,,,,,,1,,,,80
75203,,,,,,,,,,,,,1,,,,,,1,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,1,,,,10,1,2,8,,,,,,,,,,,,,,,,,33
75204,,,,4,,3,5,,,5,5,,4,6,1,3,,,5,,1,,4,,10,2,,,,1,2,2,1,1,,,4,7,,,,,4,,,,1,,,1,,1,10,,,1,2,1,,2,1,,,,,,,,,,,,,1,,,,,7,3,,3,3,6,2,1,,,,173,61,22,79,,1,8,,1,,6,2,1,,,,5,2,,,487
75205,,,,9,2,,9,,,1,7,2,1,1,,3,,,10,,2,,2,,6,2,,,,2,,1,1,,,,1,5,,,2,,1,,1,,,1,,,,2,6,,,1,1,,,1,2,1,,2,1,1,,1,1,,1,,,,1,,1,,5,1,,14,7,29,2,1,,,,108,132,51,50,1,,3,,2,,2,,,,,2,5,3,,,513
75206,,1,,12,3,2,3,,,5,5,,3,3,,1,1,2,4,,,,6,,8,4,,,,2,,5,,,,,1,6,,,1,,3,,,,,,,,,,11,,,2,1,2,1,,,,2,,,,,,2,,,,,2,1,,,,8,4,,3,2,4,2,1,,,,178,46,14,80,,2,8,,1,1,3,1,,1,,4,1,8,,,477
75207,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,2,,,,,,13,7,1,1,,,,,2,,,,,,,,,,,,38
75208,,1,,2,1,2,2,,,,3,,6,4,,2,,1,8,,,1,3,,10,4,,,,2,,3,,,,,1,2,,,,,2,,,,1,,,,,1,3,,1,1,1,,,,,1,1,,,,,,,,,,,,4,,,,8,1,,2,,3,,2,,,,78,25,8,36,,2,7,,4,,2,,,,,1,2,4,,,259
75209,1,,,9,1,1,3,,,1,3,1,4,3,,,1,1,6,,,,1,,3,2,,,1,,,,,,,,1,4,,,1,,,1,,,,,,,,2,2,,,,1,,,,,1,,,,,,2,2,,,,,1,,,,,2,1,,6,5,4,,1,,,,56,51,28,39,,1,2,,,,1,,,,,1,3,4,,,265
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,5
75211,,,,1,,,1,,,2,,,,1,,2,,,,,,,,1,3,,,,,3,,,,1,,,3,1,,,,1,,,,,,1,,,,,3,,1,1,1,,1,,,,,,,,,,,,,,,1,,,1,,3,1,,,,,,,,,,20,6,3,10,,,,,,,2,,,,,1,,,,,76
