Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
75068,,,,5,,1,2,,,3,8,1,1,4,4,,1,3,,1,,6,1,24,12,,,,5,1,4,1,,1,14,13,,,,,1,,,1,,1,,,,,8,,1,3,,,,1,,,1,,,,3,,1,1,,,,1,,1,,,21,4,,3,2,1,1,,,,,170,37,18,93,,2,7,,2,2,5,,,,,3,2,4,,517
75069,,,,3,1,4,1,,,1,1,,2,3,3,,,1,,,,6,,12,,,,,3,,1,,,,3,2,,,1,,1,,1,,,,,,,1,3,,,,1,,1,,1,1,,,,,,1,,,,,,1,,,,,6,,,,2,2,,1,,,,65,48,17,37,,,3,,2,1,1,,,,,2,1,1,,249
75070,1,,,5,,1,1,,,7,6,,3,7,2,,1,7,3,,2,19,,35,17,,,,3,2,8,,,1,15,7,,,,,13,1,2,,,1,,,,2,10,,,2,1,,1,,,1,,,,1,1,1,1,,,,,,,,1,,24,3,,5,1,4,,,,,,238,78,27,132,,4,10,1,3,,4,,,,,3,4,7,,740
75071,,,,9,,1,2,,,6,7,,4,7,4,,1,4,1,,,6,1,20,13,,,,4,1,6,,,,12,15,,,,,12,,,1,,,,,1,1,6,,2,4,1,,2,1,,2,,,,1,2,,,1,1,,,,1,1,3,,15,2,,4,2,3,,1,,,,201,55,21,99,,,8,,2,2,9,,,1,,1,,6,,599
75072,,,,7,,,,,,6,4,,1,9,3,,1,2,,,1,8,,8,11,,,,3,,5,,,1,6,5,,,,,4,1,,,,,,1,,1,7,,,1,,,1,,,,,,,,,,,,,,,1,3,1,,,15,1,,1,4,3,,,,,,144,42,8,64,,1,9,,4,,2,,,,,2,,6,,408
75074,,,,3,,,,,,3,1,,,2,1,,,3,,1,,7,1,19,1,,,,3,,7,,,1,6,4,,,,,5,,,,,,,,,1,5,,,,,1,,2,,1,1,,,,1,,,,,,,,,1,3,,23,1,,,1,4,,,,,,108,35,17,42,,1,6,,4,3,3,,,,,1,2,1,,336
75075,,,,2,,,1,,,2,3,,3,3,1,,1,5,1,1,,14,1,16,8,,,,3,,2,1,,,7,4,,,,,5,,,,1,,,,,,1,,1,1,,,,1,,,,,,,1,,,,,,,1,,1,2,,26,2,,2,,,,,,,,89,28,9,34,,2,7,,,5,2,,,,,1,,1,,302
75076,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,1,,,,,,,5,5,1,5,,,,,,,1,,,,,,,,,29
75077,1,,,3,,,1,,,,1,,4,4,,,,6,,,1,6,1,11,6,,,,3,,,1,,,9,7,,,,,1,,,,,,,,,3,4,,2,,1,,,,,1,,,,,,,,,1,,,,,,2,,6,,,1,,2,1,,,,,99,40,19,38,,,7,,,,,,,,,,3,2,,298
75078,,1,,12,,3,3,,,5,7,1,2,4,3,,1,6,,1,,8,,13,14,,,,2,,2,,,2,9,10,,,1,,5,,1,,,,,,,1,12,,1,1,1,,2,1,,,,,,,,1,,,,,,,,,1,,14,2,,3,2,8,,,,,,181,84,48,111,1,4,7,,2,1,13,,2,,,1,2,12,,635
75080,,,,2,,1,2,,,1,,,1,6,1,,1,2,,1,,14,1,25,12,,,,2,,6,,,2,5,2,,,,,4,,,,,,,,,,4,,,2,1,,,1,,,,,,,,,,1,,,,,3,,1,,23,4,,2,,2,,1,,,,93,21,15,40,1,2,6,1,2,1,4,,1,1,,1,3,4,,332
75081,,,,,,,,,,4,1,,1,2,1,,,1,,1,,4,1,16,1,,,,1,,2,,,1,6,2,,,,,3,,,,,,,,,,4,,1,2,,,,,,,,,,1,,,,,,,,,1,1,1,,20,,,,2,2,,,,,,45,15,2,24,,,6,,2,,,,,,,,1,,,178
75082,,1,,2,1,,2,,,1,3,,4,5,,,4,4,,,1,4,,17,7,,,,2,1,5,,,,5,3,,,,,4,,,,,,,,,3,2,,1,2,1,,,1,,,,,,,1,,,,2,,,,1,,2,,15,1,,3,,,,,,,,118,38,15,58,,1,10,,1,,2,,,,,1,1,4,,360
75085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75087,,,,3,,,1,,,1,3,,1,2,,,1,5,,1,1,12,,17,5,,,,1,,2,,1,,4,6,,,1,,2,,1,,,,,,,2,13,,,1,1,,,,,2,,,,,1,,2,,,,,,1,,,,6,,,1,,1,,,,,,69,30,9,27,,2,11,,1,1,,,,,,,2,2,,256
75088,,,,,,,1,,,1,,,2,,,,,1,,1,,3,1,5,3,,,,1,,1,,,,5,4,,,,,2,,,1,,,,,,,1,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,7,2,,1,,,,,,,,36,18,8,20,,1,4,,1,,1,,,,,,,1,,137
75089,2,,,,,,,,,1,4,,1,1,,,1,2,,,,8,,9,9,,,,1,,1,,,,5,1,,,,,,,,,,1,,,,,4,,,,,,1,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,45,13,3,26,,2,2,,2,,4,,1,,,1,,,,157
75090,,,,,,,,,,1,1,,,,,,,,,,,1,,7,1,,,,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,5,1,,,1,,,1,,1,,,,,,,,,34
75092,,,,,,,,,,1,1,,,,1,,,,,,,4,,3,1,,,,,,1,,,,3,2,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,22,4,,9,,1,4,,2,,1,,,,,,,1,,72
75093,1,2,,5,,1,1,,,2,12,1,5,5,7,,5,9,,,,16,,16,12,,,,2,,2,,,,10,4,,,,,4,,,,1,,,,,,6,1,,1,,,2,1,1,1,2,1,,,1,2,,2,1,,,,,,1,,15,1,,12,9,15,,2,,,,232,135,59,100,1,,10,,3,,4,,1,,,5,2,7,,759
75094,,,,1,,2,,,,2,4,,,2,,,,7,,,,7,1,9,3,,,,3,,2,,,,1,2,,,,,6,,,,,,,,,1,2,,,,,,,,,,,1,,1,,,1,,,,,1,,,,,9,,,1,1,1,,,,,,93,31,20,52,,1,6,,2,,2,,,1,,,2,4,,285
75098,,,,3,,1,,,,,4,1,2,5,1,,,2,,1,,12,2,20,10,,,,1,1,1,1,,,14,6,,,2,,4,,,,1,,,1,,,10,,2,1,2,,,,,,,,,,,,,,1,,,1,,1,1,,24,,,1,1,1,,1,,,,109,28,6,53,,1,11,,2,,5,,,,,1,1,,,360
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75103,,,,,,,,,,1,,,,,,,,,,,1,2,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,,,1,,,,,,,,,,,,,21
75104,1,,,1,,1,,,,3,3,,2,1,3,,,1,1,3,,3,1,10,2,,,,3,,6,,,,4,2,,,,,1,,1,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,5,1,,3,2,4,,2,,,,43,29,11,16,1,,6,,,,,,,,,,,1,,181
75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,,,1,,,,,,,,,1,,,,15
75110,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,1,,1,,,,,,,,,,,14
75114,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,8
75115,,,,2,,,1,,,2,2,,1,2,1,,,4,,,,4,,12,3,,,,1,1,,,,,5,2,,,,,1,,,,,,,,,2,2,,,,,,,1,,,,,,1,2,,1,1,,,,,,,,,1,,,1,1,1,,,,,,30,18,4,14,,,1,,,,2,,,,,1,,1,,129
75116,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,3,2,,2,,,,,,,,,,,,,,,,14
75117,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,5
75119,,,,,,,,,,,1,,,,,,,,,,,1,,3,1,,,,1,,,,,,2,2,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,12,2,4,1,,,1,,,,,,,,,,,,,37
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,10
75126,,,,1,,2,1,,,4,1,,2,6,1,,,3,,1,1,11,,20,4,,,,2,,1,,,,12,8,,,,,2,,,2,,,,,,,7,1,1,1,1,,,,,1,,,,,2,,,,1,,,,,,,,12,,,2,,1,,,,,,83,27,5,27,,1,7,,1,,2,,,,,,,4,,272
75132,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75133,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,,,,,1,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,4,2,2,,1,,,,,1,,,,,,,,,23
75135,,,,,,,,,,,,,,,,,,,,,,5,,3,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,3,2,2,,,1,,,,,,,,,,,,,25
75137,,,,,,,,,,,,,,,,,,,,,,2,,6,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,12,6,4,2,,,2,,,,,,,,,,,,,42
75140,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,8
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
75142,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,7,,1,2,,,2,,,,,,,,,,,,,22
75143,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,3,,2,,,3,,,,1,,,,,,,,,26
75144,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,7
75146,,,,,,,,,,,1,,1,2,1,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,10,4,1,1,,,1,,,,,,,,,,,,,31
75147,,,,,,,,,,,,,,,1,,,,,,,2,,3,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,,1,,3,,6,,7,,,,,2,,1,,,,4,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,,,,12,3,2,4,,,,,,,1,,,,,,,,,58
75150,,,,1,,1,,,,,4,,1,3,1,,,,,1,,2,,8,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,15,5,,7,,,2,,2,1,,,,,,,,,,69
75152,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,11
75154,,,,,,,,,,2,2,,2,,4,,,,,2,,,,10,1,,,,,1,3,,,,4,2,,,,,,,1,,,,,,,,5,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,5,,,1,,,,1,,,,33,12,2,10,,,5,,,,1,,,1,,,,1,,115
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75156,,,,1,,,,,,,,,,,,,,,,,,1,,6,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,4,1,1,,,,1,1,,,,,,,,1,,,26
75158,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,10
75159,,,,1,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,11,4,,1,,,,,,,1,,,,,,,,,26
75160,,,,,,,,,,,,,,,1,,,,,,,4,,5,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,3,6,1,3,,,1,,,,1,,,,,,,,,35
75161,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,7
75163,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5
75165,,,,1,,,1,,,2,,,,1,2,,,1,,2,,10,,8,1,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,2,2,,,1,,,,,,,,,,,,,,,,,,1,,5,,,,,1,,,,,,32,12,3,18,,,2,,,1,2,,,,,,,1,,119
75166,,,,,,,,,,,1,,,,,,,1,,,,2,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,9,3,1,2,,,1,,,,,,,,,,,1,,28
75167,,,,,,,,,,,,,,,,,,1,,,,1,,2,1,,,,,,2,,,,2,1,,,,,,1,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,20,6,,4,,,2,,1,1,,,,,,,,1,,54
75169,,,,,,,,,,,1,,,,,,,,,,,2,,3,,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,1,,2,,,,,1,,,,,,,,,,,22
75172,,,,,,,,,,1,,,2,2,,,,1,,1,,1,1,14,,,,,1,,,,,,3,1,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,8,6,1,7,,,1,,,,,,,,,,1,1,,62
75173,,,,,,,,,,,1,,,,,,,,,,,3,,2,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,17
75180,,,,,,,,,,,,1,,,,,,,,,,2,1,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,,17
75181,,,,,,,,,,1,1,,,,,,,,1,,,1,1,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6,2,4,,,1,,1,,,,,,,,,1,,46
75182,,,,,1,1,,,,,2,,,,,,,,,,,1,,4,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,5,,,,1,,,,,,,33,12,4,14,,,,,,,,,,1,,,,,,84
75189,,,,,,,,,,,1,,,,1,,,,,1,,6,1,8,3,,,,2,,1,1,,,4,6,,,,,1,,,,,,,,,,5,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,2,1,,,1,1,,,,,,41,9,3,19,,,4,,,,1,,,,,1,,,,129
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,2
75201,3,1,,4,2,2,3,,,3,9,,4,5,3,,,1,,1,,4,,6,14,,,1,4,1,,,,,2,5,,,1,,1,,,1,,,,,,,84,1,,,,,,1,,1,,,,,,1,,,,,,1,,,,,13,3,,6,2,7,,2,,,,105,67,18,36,,1,5,,1,,1,,,,,1,2,1,,441
75202,,,,,,1,1,,,,2,,1,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,3,1,2,,,,,,30,16,1,6,,,,,1,1,,,,,,,1,,,75
75203,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,9,1,2,8,,,,,,,,,,,,,,,,29
75204,,,,5,,2,4,,,5,5,,4,6,2,,,5,,1,,5,,10,2,,,,1,2,2,,,,4,5,,,,,4,,,,1,,,1,,1,7,,,1,2,1,,2,1,,,,,,,,,,,,,1,,,,,7,3,,4,2,6,1,1,,,,166,62,21,75,,1,8,,4,,5,,1,,,,5,2,,466
75205,,,,10,2,,5,,,1,7,2,1,2,3,,1,8,,2,,3,,6,2,,,,2,,1,,,,1,4,,,2,,1,,1,,,1,,,,1,5,,,1,1,,,1,2,1,,1,1,1,,1,1,,1,,,,1,,1,,5,1,,13,6,26,,1,,,,105,132,49,49,1,,3,,2,,2,,,,,2,6,3,,494
75206,1,1,,11,2,3,2,,,4,5,,3,3,1,,3,4,,,,5,,8,4,,,,2,,4,,,,1,2,,,1,,3,,,,,,,,,,10,,,2,,2,1,,,,1,,,,,,2,,,,,2,,,,,8,3,,4,3,5,1,1,,,,179,48,15,76,,2,5,,1,1,2,,,1,,2,1,5,,456
75207,1,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,2,,,,,,13,7,1,1,,,,,1,,,,,,,,,,,33
75208,,1,,2,,2,1,,,1,3,,6,4,2,,1,6,,,1,4,,9,4,,,,2,,3,,,,1,2,,,,,2,,,,1,,,,,1,3,,,1,1,,,,,1,,,,,,,,,,,,,4,,,,8,1,,2,,3,,2,,,,72,25,6,33,,2,8,,3,,2,,,,,1,2,4,,243
75209,1,,,8,1,1,1,,,1,4,1,3,3,,,1,5,,,,1,,4,1,,,1,,,,,,,1,2,,,1,,,,,,,,,,,2,1,,,,1,,,,,1,,,,,,,2,,,,,1,1,,,,2,,1,7,5,5,,1,,,,53,50,25,38,,1,2,,,,1,,,,,1,3,4,,249
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,4
75211,,,,1,,,1,,,2,,,,1,2,,,,,,,,1,4,,,,,3,,,,,,2,,,,,1,,,,,,1,,,,,2,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,17,6,3,9,,,1,,,,2,,,,,1,,,,69
75212,,,,,,,,,,1,1,,1,,1,,,2,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,20,1,1,10,,,1,,,,1,,,,,2,,,,49
75213,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75214,2,,,10,1,4,3,,,1,7,,7,9,1,,2,10,,,,7,,12,7,,,,7,,4,,,,6,7,,,,1,6,,1,,,,,,,3,5,,1,3,2,,2,,,1,1,,,1,,,,,,,,,,,1,,10,,,4,5,6,,1,1,,,131,85,29,66,,,5,1,5,2,6,,2,,,3,5,10,,512
75215,,,,1,,,,,,,1,,,1,3,,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,15,1,1,4,,1,,,,,,,,,,,,2,,41
75216,,,,,,,,,,1,,,2,,,,,,,,,1,,1,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,5,1,2,1,,,,,,,,,,1,,,,,,28
75217,,,,1,,,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,2,,4,,,,,,,,,,,11,,1,1,,,,,,1,,,,,,,,,,32
75218,3,,,3,,,3,,,,1,,2,5,,,,4,,1,2,6,1,11,3,,,,2,,,1,,,4,3,,,,,2,1,,,,1,,,,,3,,,2,2,,1,1,1,1,,,,,,,,,,,,,1,,1,,5,2,,4,,3,,1,,,,63,30,6,29,,1,9,,2,1,4,,,,,1,1,6,,240
75219,2,,,8,2,3,5,,,5,4,1,10,9,3,,1,4,,1,2,6,,7,1,,,,3,,1,,,1,4,4,,,,1,1,,,,,,,,,1,4,,,1,,,,,,,,,,,,,,,,,,1,3,,1,,5,2,,6,2,6,,1,,,1,141,66,15,60,,,4,,4,1,5,,,,,5,,1,,425
75220,1,1,,2,4,3,2,,2,1,1,,,,,,1,4,,,1,5,,4,2,,,1,,,1,,,,,1,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,2,1,,,,,1,,,,,3,,,5,2,9,,,,,,41,57,24,26,,1,3,,,,,,,1,,,1,2,,222
75223,,,,1,,1,,,,,2,,,,,,2,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,1,,,,,,11,1,2,5,,,,,1,,,,,,,,,,,36
75224,,,,2,,,,,,,,,2,,,,,,,,,2,,3,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,,14,3,,2,,,1,,,,,,,,,,,,,42
75225,,1,,8,,3,5,,,2,3,,,2,,,4,7,,,,3,,6,5,,,,,,1,1,,1,,1,,,1,,,,,,,,,,,3,2,,,,,,,,,3,,1,,1,,2,,,,,,1,,,,,1,2,,9,10,20,,,,,,75,132,61,54,1,,,,1,,2,,,,,1,1,6,,443
