Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
78414,,,,,1,,,,,3,,,,3,,,,5,,1,,2,1,8,6,,,,2,,,,,,3,3,,,,,3,,2,,1,,,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,2,,4,,,1,,,,,,,,35,10,3,33,,,3,,,,1,,,,,,,1,,143
78415,,,,,,,,,,,,,,1,,,1,,,,,2,,2,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,4,,,,,1,1,1,,,,,,,,,28
78416,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,3
78417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,4
78418,1,,,,,,,,,,1,,1,,,,1,,,1,,4,,6,3,,,,,,1,,,,2,,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,1,,,,,,,,35,9,2,14,,,4,,2,,,,,,,,,1,,96
78466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
78501,,,,,,1,,,,,2,,,,2,,,,,1,,,,3,2,,,,1,,1,,,,1,3,,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,25,5,4,21,,,7,,1,,,,,,,,,1,,88
78503,,,,1,,,,,,,2,,,,2,,,1,,,,,,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,,2,,,,,,24,7,3,11,,,,,,,3,,,,,,,1,,69
78504,,,,2,,,,,,1,1,,4,2,4,,,5,,1,,1,,10,6,,,,,,,1,,,1,,,,1,,3,,2,,,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,1,4,,1,,,,65,19,9,53,,1,7,,1,,,,,,,1,2,1,,225
78516,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,,1,,1,2,,,,,,,,,,,,,18
78520,,,,,,,,,,,2,,,1,,,,3,,,,1,,3,1,,,,,,1,,,,2,1,,,,,3,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,2,,,,,,30,1,2,17,,,1,,,,1,,,,,,1,1,,79
78521,,,,,,,1,,,1,1,,,,,,,2,,,,3,,5,2,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,46,8,,8,,,2,,,,,,,,,,,3,,90
78523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78525,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78526,1,,,,,,,,,2,,,1,,,,,,,,,4,1,4,1,,,,,,,,,,,2,,,1,,,,1,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,1,,,3,,,1,1,,,,,,,71,8,3,20,,,4,,2,,,,,,,,,1,,137
78537,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,8,,,,,,2,,,,,,,,,,2,,,19
78538,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,7
78539,,,,,,1,,,,,,1,1,,,,,2,1,,,1,,6,1,,,,,,2,,,,,2,,,,,1,,3,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,28,10,4,23,,,1,,2,,,,,,,,,3,,96
78540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78541,,,,1,,,,,,,,,1,,,,,,,,,1,,3,1,,,,,,1,,,,1,2,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,15,1,1,9,,,1,,,,1,,,,,,,,,44
78542,,,,,,,,,,,,1,,1,,,,2,,,,1,,4,1,,,,,,2,,,,1,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,19,5,1,7,,2,1,,,,,,,,,,,1,,56
78543,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78550,,,,1,,1,,,,,,,,,1,,,,,,,,,1,2,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,25,7,2,9,,,2,,,,,,,,,1,,,,61
78552,,,,1,,1,,,,1,1,,,4,1,,,,,,,,,4,3,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,21,3,3,11,,,1,,2,,,,,,,,,,,68
78557,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,8
78559,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,1,,13
78560,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,5
78566,1,,,,1,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,16,3,3,2,,,1,,,,,,,,,,,,,41
78569,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78570,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,10
78572,,,,3,,1,3,,,4,3,,,3,2,,,3,,,,3,1,7,4,,,,2,,1,2,,,,3,,,,,1,,,,,,,,,1,3,,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,4,1,,2,2,2,,,,,,70,12,14,27,,1,4,,1,,2,,2,,,1,2,2,,204
78573,,,,2,,,,,,1,2,,,1,,,,,,,,,,4,1,,,,2,,,,,,,2,,,,,1,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,15,7,5,5,,,,,1,,2,,,,,,,,,55
78574,,,,1,,,,1,,,,,,1,,,,,,,,,1,1,,,,,,,2,,,,,,,2,,,,,,,,,,,,,2,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,8,1,1,5,,,,,,,,,,,,1,,,,31
78575,,,,,,,,,,,2,,,,1,,,1,1,,,2,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,19,1,1,10,,,1,,1,,1,,,,,,,,,48
78576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,6
78577,1,,,,,,1,,,3,,,,2,1,,,,,,,,,4,1,,,,,,1,,,,2,2,,,,,,,3,,,,,,,,5,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,14,5,2,6,,,1,,,,1,,,,,,,,,60
78578,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,2,6,,,,,,,,,,,,,,,,34
78580,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,4
78582,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,2,,,,,,,,,,,,,15
78583,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,7
78584,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,6
78586,,,,,,,,,,1,,,,,1,,,,,,,1,,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,1,,,,,,,,9,1,2,6,,,1,,1,,,,,,,,1,1,,40
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78589,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,,,6,,,1,,,,,,,,,,,,,26
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78594,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
78596,,,,,,,,,,,1,,,,2,,,1,,2,,1,,3,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,1,,,,24,7,3,6,,1,,,1,,,,,,,,,,,62
78597,,,,,,,,,,1,,,,2,1,,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,1,,,1,,2,,,,,,,,,,,31
78599,,,,,,,,,,,2,,,,,,,,,,,1,1,3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,2,1,5,,,1,,,,,,,,,,,,,26
78602,,,,,,,,,,1,1,,,2,,,2,1,,,,8,,7,,,,,,,2,,,,5,2,,,,,1,,,,,,,,,,3,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,23,8,2,18,,,5,,,,2,,,,,,1,,,99
78605,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,,,,,,,,,1,,,,,,,,,13
78606,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,3,,,1,,,,,,,,,,1,,,16
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78610,,,,4,,1,2,,,1,,,,4,2,,,2,,,1,7,,19,4,,,,,,8,,,1,11,9,,,,,2,,2,,,1,,,,,10,,,1,1,,,,,,1,,,,,,,,,,,1,,,,,17,1,,,,1,,,,,,58,12,6,39,,1,3,,1,1,2,,,,,1,1,,,239
78611,,,,,,,,,,1,,,,,,,,1,,,,5,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,10,5,4,3,,1,5,,,,,,,,,,,,,39
78612,,,,,,,,,,1,,,,1,,,,,,,,2,,2,1,,,,1,,,,,,1,3,,,,,,,,,1,,,,,,3,,1,1,2,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,,1,13,6,,6,,1,3,,,,1,,,,,,1,,,59
78613,4,,,8,2,1,1,,,7,7,,11,18,2,,2,19,,1,,38,2,62,40,,,,6,,11,,,2,12,12,,,,,9,,2,,1,,,1,,,12,,1,4,11,4,,3,1,1,,,,,,,1,,,,,1,1,,2,,69,10,,2,,8,,,,,1,354,108,56,180,,7,13,2,7,1,9,,1,1,,3,2,5,,1162
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78616,,,,,,,1,,,,1,,,4,,,,1,,,,2,,8,4,,,,1,,2,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8,,,,,,,,,,,22,9,3,4,,1,,,1,,1,,,,,,,,,77
78617,,,,,,,,,,2,1,,,,,,,,,,,3,,5,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,,,,22,2,,4,,,1,,,,,,,,,,,,,50
78618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78619,,,,1,,1,,,,,1,,1,1,,,1,2,,1,,,,4,3,,,,,,,,,,3,2,,,,,,,,,,,,,,,2,,,,,,1,1,,1,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,24,9,9,14,,,,1,,,,,,,,1,,1,,90
78620,1,,,1,,,2,,,1,3,,1,5,,,,5,,,,10,2,17,7,,,,,1,,,,,5,2,,,,,5,,,,1,,,,,1,6,,,,1,,,,,5,,,,,,,1,,,,,,,,,,12,2,,1,,,,,,,,84,38,20,47,,1,5,,1,,3,,,,,,4,4,,305
78621,,,,,,,,,,,,,1,2,,,,,,,,5,,8,,,,,3,,3,,,,5,,,,,,1,,,,,,,,,,2,,,3,,,1,2,,,,,,,,,,,,,,,,,,,6,,,,1,,,,,,,11,2,,4,,,4,,1,1,1,,,,,,,,,67
78623,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,,,,1,,,,8
78624,,,,1,1,,,,,1,,,1,1,2,,,,,,,2,,3,4,,,,,,3,,,,4,6,,,1,1,1,,,,,,,,,,1,,,,,,,,,1,3,,,,,1,,,,,,,2,,,,3,,,,,1,,,,,,17,12,7,10,,,2,,1,,1,,,,,,,1,,95
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78626,,,,2,,,1,,,1,,,1,2,,,1,1,,1,,8,,12,7,,,,,,3,,,1,9,2,,,,,,,,,1,,,,,,7,,,1,1,,,1,,,,,,,1,,,,,,,1,1,,1,,20,5,,,,1,,,,,,82,17,6,37,,3,9,,1,,4,,,,,,1,1,,254
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78628,,,,4,1,,,,,3,7,,8,6,1,,1,5,1,,1,10,,15,20,,,,1,,2,1,,1,8,9,,,,,3,,2,,,1,,1,,,10,,1,1,4,,,1,,4,,,1,,1,1,,,1,,,1,1,,,,21,2,,1,,2,,1,,,2,148,41,16,77,,1,7,,2,,6,1,4,,,1,6,5,,483
78629,,,,,,,,,,1,1,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,17
78630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78631,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,1,,,2,,,,1,,1,4,,,,1,,1,,9,,12,4,,,,5,,2,,,,7,6,,,1,,4,,,,,,,1,,,3,,,1,1,,1,,,4,,,,1,1,1,1,,1,,,3,,,1,,11,4,,,,1,,3,,,,47,30,16,37,,,13,,5,,4,,,,,,3,1,,257
78634,,,,1,,,,,,1,4,,1,3,1,,,1,,,1,4,1,19,10,,,,2,,6,,,1,6,5,,,,,2,,,,,,,,,,4,,,3,4,,1,,,,,,,,,,,,,,,,,,1,,13,,,,,1,,,,,1,66,13,6,25,,,4,1,2,1,3,,,,,,,1,,219
78636,,,,1,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,14
78638,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
78639,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,3,1,3,3,,,,,,,,,,,,,,,,19
78640,,,,,,,,,,3,1,,3,4,,,,1,,,1,11,2,25,4,,,,1,,3,,,,12,5,,,,,1,,3,,,,,,,,5,,,1,3,,,,,,,,,,1,,1,,,,,,,,2,,15,,,,,,,,,,1,59,5,5,17,1,1,8,,1,,3,,,,,,1,,,210
78641,2,1,,6,,2,3,,,8,11,2,1,12,2,,1,11,,1,,29,2,50,37,,,,,,7,,,2,22,12,,,1,,11,,3,1,,,,1,,3,12,,3,10,5,1,1,,1,4,,,,,,1,1,1,,,,4,3,2,1,,67,3,,4,1,14,,,,,,348,86,45,223,,4,21,,6,1,16,,,,,2,3,10,,1148
78642,1,,,1,,1,,,,2,,,,2,,,,4,,1,,2,,8,8,,,,,,1,,,,6,5,,,,,1,,,,,,,,,,3,,,1,1,,,,,5,,,,,,1,,,,,,,,,,,8,1,,1,2,,,,,,,47,12,8,37,,1,4,,,1,4,,,,,1,1,2,,184
78643,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,2,1,,,,2,,,,,,,,,,,,,15
78644,,,,,,,,,,,,,,1,,,,,,,1,4,,2,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,2,,,,,1,1,,,,,,,,,,23
78645,,,,2,,,,,,6,,2,,4,,,1,1,,,,6,1,12,4,,,,,,4,1,,,5,2,,,,,2,,,,,,,,,,,,,1,2,,,,,1,,,,,,1,,,,,,,,1,,,7,2,,1,,2,,,,,,34,17,6,21,1,,4,,1,,1,,,,,,,,,156
78648,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,1,,,,,,,,,,,1,,13
78650,,,,,,,,,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,7
78652,1,,,1,1,,,,,,,,,,,,,,1,,,,,7,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,,7,2,,4,,,2,,,,3,,,,,,,1,,40
78653,,,,1,,,,,,3,,,4,3,1,,1,1,,2,1,9,3,11,4,,,,3,,3,,,,8,2,,,,,3,,,,,,,,,,1,,,4,3,,,,,,,,,,,,,,,,,2,,,,,13,2,,,,2,,,,,,60,9,1,38,,2,2,,3,1,3,,,,,2,1,1,,213
78654,,,,,,,1,,,,,,2,1,,,,,,,,3,,8,1,,,,,,2,,,,3,1,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,1,6,5,1,7,,,6,,,,,,,,,,,,,56
78655,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78657,,,,1,,,,,,,,2,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,10,2,5,,,1,,,,,,,,,,,1,,33
78659,,,,,,,,,,,,,,1,,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,1,1,,,,,,,,,,,,,,,,16
78660,1,,,1,,2,2,,,15,9,,11,16,2,,2,6,,,,35,,73,23,,,,5,,11,,,1,15,11,,,,,11,,3,1,1,1,,,1,1,15,,3,11,9,2,,5,,,,,,,,,1,,1,,,,2,1,5,,64,4,,,2,5,,,,,,272,54,23,159,1,,14,,7,2,11,,,,,2,2,2,,939
